previous_time,current_time,nrc,delta_enrolled
2024-01-09 20.45.15,2024-01-09 20.46.30,70109,1
2024-01-09 20.45.15,2024-01-09 20.46.30,65706,1
2024-01-09 20.45.15,2024-01-09 20.46.30,65708,1
2024-01-09 20.45.15,2024-01-09 20.46.30,65709,1
2024-01-09 20.45.15,2024-01-09 20.46.30,66577,1
2024-01-09 20.45.15,2024-01-09 20.46.30,58368,1
2024-01-09 20.45.15,2024-01-09 20.46.30,10646,1
2024-01-09 20.50.14,2024-01-09 20.51.28,10139,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,68948,1
2024-01-09 20.50.14,2024-01-09 20.51.28,20858,1
2024-01-09 20.50.14,2024-01-09 20.51.28,39167,-4
2024-01-09 20.50.14,2024-01-09 20.51.28,65767,3
2024-01-09 20.50.14,2024-01-09 20.51.28,55030,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,64019,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,65784,1
2024-01-09 20.50.14,2024-01-09 20.51.28,52280,1
2024-01-09 20.50.14,2024-01-09 20.51.28,52282,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,48524,1
2024-01-09 20.50.14,2024-01-09 20.51.28,52095,1
2024-01-09 20.50.14,2024-01-09 20.51.28,63737,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,48922,1
2024-01-09 20.50.14,2024-01-09 20.51.28,67092,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,64255,1
2024-01-09 20.50.14,2024-01-09 20.51.28,33057,1
2024-01-09 20.50.14,2024-01-09 20.51.28,48568,1
2024-01-09 20.50.14,2024-01-09 20.51.28,67136,1
2024-01-09 20.50.14,2024-01-09 20.51.28,70187,1
2024-01-09 20.50.14,2024-01-09 20.51.28,67165,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,68743,1
2024-01-09 20.50.14,2024-01-09 20.51.28,67179,1
2024-01-09 20.50.14,2024-01-09 20.51.28,64343,1
2024-01-09 20.50.14,2024-01-09 20.51.28,63926,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,68673,1
2024-01-09 20.50.14,2024-01-09 20.51.28,54873,1
2024-01-09 20.50.14,2024-01-09 20.51.28,33973,1
2024-01-09 20.50.14,2024-01-09 20.51.28,67207,1
2024-01-09 20.50.14,2024-01-09 20.51.28,64378,1
2024-01-09 20.50.14,2024-01-09 20.51.28,68811,1
2024-01-09 20.50.14,2024-01-09 20.51.28,67215,1
2024-01-09 20.50.14,2024-01-09 20.51.28,49758,1
2024-01-09 20.50.14,2024-01-09 20.51.28,63223,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,46615,1
2024-01-09 20.50.14,2024-01-09 20.51.28,69101,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,10068,1
2024-01-09 20.50.14,2024-01-09 20.51.28,18480,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,69234,1
2024-01-09 20.50.14,2024-01-09 20.51.28,69265,1
2024-01-09 20.50.14,2024-01-09 20.51.28,54838,1
2024-01-09 20.50.14,2024-01-09 20.51.28,64535,1
2024-01-09 20.50.14,2024-01-09 20.51.28,58707,1
2024-01-09 20.50.14,2024-01-09 20.51.28,58569,1
2024-01-09 20.50.14,2024-01-09 20.51.28,58448,1
2024-01-09 20.50.14,2024-01-09 20.51.28,58451,1
2024-01-09 20.50.14,2024-01-09 20.51.28,63946,1
2024-01-09 20.50.14,2024-01-09 20.51.28,67469,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,67635,1
2024-01-09 20.50.14,2024-01-09 20.51.28,68457,1
2024-01-09 20.50.14,2024-01-09 20.51.28,11399,1
2024-01-09 20.50.14,2024-01-09 20.51.28,66386,1
2024-01-09 20.50.14,2024-01-09 20.51.28,66396,1
2024-01-09 20.50.14,2024-01-09 20.51.28,10797,1
2024-01-09 20.50.14,2024-01-09 20.51.28,11315,3
2024-01-09 20.50.14,2024-01-09 20.51.28,58403,1
2024-01-09 20.50.14,2024-01-09 20.51.28,41882,1
2024-01-09 20.50.14,2024-01-09 20.51.28,65934,1
2024-01-09 20.50.14,2024-01-09 20.51.28,63065,1
2024-01-09 20.50.14,2024-01-09 20.51.28,30831,1
2024-01-09 20.50.14,2024-01-09 20.51.28,69283,1
2024-01-09 20.50.14,2024-01-09 20.51.28,10821,3
2024-01-09 20.50.14,2024-01-09 20.51.28,24662,2
2024-01-09 20.50.14,2024-01-09 20.51.28,13984,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,67994,1
2024-01-09 20.50.14,2024-01-09 20.51.28,68069,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,68296,-1
2024-01-09 20.50.14,2024-01-09 20.51.28,15093,1
2024-01-09 20.50.14,2024-01-09 20.51.28,69502,1
2024-01-09 20.50.14,2024-01-09 20.51.28,65706,1
2024-01-09 20.50.14,2024-01-09 20.51.28,68318,1
2024-01-09 20.55.11,2024-01-09 20.56.26,65767,1
2024-01-09 20.55.11,2024-01-09 20.56.26,37092,1
2024-01-09 20.55.11,2024-01-09 20.56.26,39176,1
2024-01-09 20.55.11,2024-01-09 20.56.26,39175,-1
2024-01-09 20.55.11,2024-01-09 20.56.26,69527,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68750,1
2024-01-09 20.55.11,2024-01-09 20.56.26,52281,-1
2024-01-09 20.55.11,2024-01-09 20.56.26,65850,1
2024-01-09 20.55.11,2024-01-09 20.56.26,48112,1
2024-01-09 20.55.11,2024-01-09 20.56.26,58818,-1
2024-01-09 20.55.11,2024-01-09 20.56.26,64296,1
2024-01-09 20.55.11,2024-01-09 20.56.26,63034,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68743,1
2024-01-09 20.55.11,2024-01-09 20.56.26,63229,1
2024-01-09 20.55.11,2024-01-09 20.56.26,52391,-1
2024-01-09 20.55.11,2024-01-09 20.56.26,68756,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68759,-2
2024-01-09 20.55.11,2024-01-09 20.56.26,64343,1
2024-01-09 20.55.11,2024-01-09 20.56.26,63235,1
2024-01-09 20.55.11,2024-01-09 20.56.26,54873,1
2024-01-09 20.55.11,2024-01-09 20.56.26,42485,1
2024-01-09 20.55.11,2024-01-09 20.56.26,67218,1
2024-01-09 20.55.11,2024-01-09 20.56.26,69101,1
2024-01-09 20.55.11,2024-01-09 20.56.26,10094,1
2024-01-09 20.55.11,2024-01-09 20.56.26,69269,1
2024-01-09 20.55.11,2024-01-09 20.56.26,58645,-1
2024-01-09 20.55.11,2024-01-09 20.56.26,58607,1
2024-01-09 20.55.11,2024-01-09 20.56.26,66759,1
2024-01-09 20.55.11,2024-01-09 20.56.26,52339,1
2024-01-09 20.55.11,2024-01-09 20.56.26,67538,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68457,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68458,-1
2024-01-09 20.55.11,2024-01-09 20.56.26,11399,1
2024-01-09 20.55.11,2024-01-09 20.56.26,66385,1
2024-01-09 20.55.11,2024-01-09 20.56.26,51345,1
2024-01-09 20.55.11,2024-01-09 20.56.26,67708,1
2024-01-09 20.55.11,2024-01-09 20.56.26,11315,3
2024-01-09 20.55.11,2024-01-09 20.56.26,69470,1
2024-01-09 20.55.11,2024-01-09 20.56.26,66801,1
2024-01-09 20.55.11,2024-01-09 20.56.26,27373,1
2024-01-09 20.55.11,2024-01-09 20.56.26,31315,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68485,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68486,1
2024-01-09 20.55.11,2024-01-09 20.56.26,67882,1
2024-01-09 20.55.11,2024-01-09 20.56.26,70186,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68493,1
2024-01-09 20.55.11,2024-01-09 20.56.26,41903,1
2024-01-09 20.55.11,2024-01-09 20.56.26,41882,-1
2024-01-09 20.55.11,2024-01-09 20.56.26,28029,1
2024-01-09 20.55.11,2024-01-09 20.56.26,30835,1
2024-01-09 20.55.11,2024-01-09 20.56.26,54715,1
2024-01-09 20.55.11,2024-01-09 20.56.26,10821,1
2024-01-09 20.55.11,2024-01-09 20.56.26,11329,1
2024-01-09 20.55.11,2024-01-09 20.56.26,67994,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68008,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68054,1
2024-01-09 20.55.11,2024-01-09 20.56.26,61767,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68076,-1
2024-01-09 20.55.11,2024-01-09 20.56.26,10029,1
2024-01-09 20.55.11,2024-01-09 20.56.26,10650,1
2024-01-09 20.55.11,2024-01-09 20.56.26,68342,1
2024-01-09 21.00.10,2024-01-09 21.01.24,55200,1
2024-01-09 21.00.10,2024-01-09 21.01.24,20816,1
2024-01-09 21.00.10,2024-01-09 21.01.24,36663,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69458,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69462,-1
2024-01-09 21.00.10,2024-01-09 21.01.24,23195,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10133,3
2024-01-09 21.00.10,2024-01-09 21.01.24,65772,1
2024-01-09 21.00.10,2024-01-09 21.01.24,11216,1
2024-01-09 21.00.10,2024-01-09 21.01.24,51766,1
2024-01-09 21.00.10,2024-01-09 21.01.24,66704,1
2024-01-09 21.00.10,2024-01-09 21.01.24,11426,1
2024-01-09 21.00.10,2024-01-09 21.01.24,39782,1
2024-01-09 21.00.10,2024-01-09 21.01.24,25473,2
2024-01-09 21.00.10,2024-01-09 21.01.24,66705,4
2024-01-09 21.00.10,2024-01-09 21.01.24,10180,1
2024-01-09 21.00.10,2024-01-09 21.01.24,65774,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69467,1
2024-01-09 21.00.10,2024-01-09 21.01.24,31010,3
2024-01-09 21.00.10,2024-01-09 21.01.24,20856,1
2024-01-09 21.00.10,2024-01-09 21.01.24,20858,3
2024-01-09 21.00.10,2024-01-09 21.01.24,46138,2
2024-01-09 21.00.10,2024-01-09 21.01.24,65775,1
2024-01-09 21.00.10,2024-01-09 21.01.24,39340,1
2024-01-09 21.00.10,2024-01-09 21.01.24,39341,1
2024-01-09 21.00.10,2024-01-09 21.01.24,55026,1
2024-01-09 21.00.10,2024-01-09 21.01.24,39167,1
2024-01-09 21.00.10,2024-01-09 21.01.24,39169,4
2024-01-09 21.00.10,2024-01-09 21.01.24,69028,2
2024-01-09 21.00.10,2024-01-09 21.01.24,65767,4
2024-01-09 21.00.10,2024-01-09 21.01.24,69030,2
2024-01-09 21.00.10,2024-01-09 21.01.24,58974,2
2024-01-09 21.00.10,2024-01-09 21.01.24,55030,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10837,2
2024-01-09 21.00.10,2024-01-09 21.01.24,39176,3
2024-01-09 21.00.10,2024-01-09 21.01.24,39175,6
2024-01-09 21.00.10,2024-01-09 21.01.24,33363,2
2024-01-09 21.00.10,2024-01-09 21.01.24,33362,1
2024-01-09 21.00.10,2024-01-09 21.01.24,66728,8
2024-01-09 21.00.10,2024-01-09 21.01.24,55207,3
2024-01-09 21.00.10,2024-01-09 21.01.24,65784,1
2024-01-09 21.00.10,2024-01-09 21.01.24,11998,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58984,3
2024-01-09 21.00.10,2024-01-09 21.01.24,31942,2
2024-01-09 21.00.10,2024-01-09 21.01.24,25993,2
2024-01-09 21.00.10,2024-01-09 21.01.24,67040,2
2024-01-09 21.00.10,2024-01-09 21.01.24,10147,4
2024-01-09 21.00.10,2024-01-09 21.01.24,57978,1
2024-01-09 21.00.10,2024-01-09 21.01.24,64024,2
2024-01-09 21.00.10,2024-01-09 21.01.24,64028,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58396,3
2024-01-09 21.00.10,2024-01-09 21.01.24,10407,1
2024-01-09 21.00.10,2024-01-09 21.01.24,27982,1
2024-01-09 21.00.10,2024-01-09 21.01.24,46315,1
2024-01-09 21.00.10,2024-01-09 21.01.24,52516,1
2024-01-09 21.00.10,2024-01-09 21.01.24,55668,2
2024-01-09 21.00.10,2024-01-09 21.01.24,23065,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10150,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67045,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10900,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10001,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10002,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69168,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69172,1
2024-01-09 21.00.10,2024-01-09 21.01.24,46322,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69526,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69528,2
2024-01-09 21.00.10,2024-01-09 21.01.24,63964,1
2024-01-09 21.00.10,2024-01-09 21.01.24,70144,1
2024-01-09 21.00.10,2024-01-09 21.01.24,63966,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58492,1
2024-01-09 21.00.10,2024-01-09 21.01.24,70173,1
2024-01-09 21.00.10,2024-01-09 21.01.24,52279,1
2024-01-09 21.00.10,2024-01-09 21.01.24,52280,1
2024-01-09 21.00.10,2024-01-09 21.01.24,55501,1
2024-01-09 21.00.10,2024-01-09 21.01.24,66782,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69568,6
2024-01-09 21.00.10,2024-01-09 21.01.24,55507,1
2024-01-09 21.00.10,2024-01-09 21.01.24,66785,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69571,6
2024-01-09 21.00.10,2024-01-09 21.01.24,52297,1
2024-01-09 21.00.10,2024-01-09 21.01.24,52298,3
2024-01-09 21.00.10,2024-01-09 21.01.24,55510,1
2024-01-09 21.00.10,2024-01-09 21.01.24,55513,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58504,6
2024-01-09 21.00.10,2024-01-09 21.01.24,58752,1
2024-01-09 21.00.10,2024-01-09 21.01.24,66790,2
2024-01-09 21.00.10,2024-01-09 21.01.24,66791,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58187,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58188,1
2024-01-09 21.00.10,2024-01-09 21.01.24,63332,2
2024-01-09 21.00.10,2024-01-09 21.01.24,63738,2
2024-01-09 21.00.10,2024-01-09 21.01.24,63333,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67080,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67089,1
2024-01-09 21.00.10,2024-01-09 21.01.24,62593,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67102,1
2024-01-09 21.00.10,2024-01-09 21.01.24,62604,1
2024-01-09 21.00.10,2024-01-09 21.01.24,65527,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67108,1
2024-01-09 21.00.10,2024-01-09 21.01.24,55611,1
2024-01-09 21.00.10,2024-01-09 21.01.24,33057,-1
2024-01-09 21.00.10,2024-01-09 21.01.24,13204,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58406,2
2024-01-09 21.00.10,2024-01-09 21.01.24,66713,1
2024-01-09 21.00.10,2024-01-09 21.01.24,11369,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68723,1
2024-01-09 21.00.10,2024-01-09 21.01.24,48107,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10163,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68733,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68735,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68737,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68738,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68740,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68999,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68796,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68799,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68801,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68805,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68807,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68812,1
2024-01-09 21.00.10,2024-01-09 21.01.24,11190,2
2024-01-09 21.00.10,2024-01-09 21.01.24,64011,2
2024-01-09 21.00.10,2024-01-09 21.01.24,48568,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69855,1
2024-01-09 21.00.10,2024-01-09 21.01.24,55045,1
2024-01-09 21.00.10,2024-01-09 21.01.24,55334,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67136,-1
2024-01-09 21.00.10,2024-01-09 21.01.24,70187,-1
2024-01-09 21.00.10,2024-01-09 21.01.24,67140,1
2024-01-09 21.00.10,2024-01-09 21.01.24,64296,2
2024-01-09 21.00.10,2024-01-09 21.01.24,64300,2
2024-01-09 21.00.10,2024-01-09 21.01.24,63034,1
2024-01-09 21.00.10,2024-01-09 21.01.24,34092,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69277,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67149,3
2024-01-09 21.00.10,2024-01-09 21.01.24,42981,4
2024-01-09 21.00.10,2024-01-09 21.01.24,39625,1
2024-01-09 21.00.10,2024-01-09 21.01.24,36866,2
2024-01-09 21.00.10,2024-01-09 21.01.24,63263,1
2024-01-09 21.00.10,2024-01-09 21.01.24,57657,-1
2024-01-09 21.00.10,2024-01-09 21.01.24,59340,3
2024-01-09 21.00.10,2024-01-09 21.01.24,64311,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67151,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67155,1
2024-01-09 21.00.10,2024-01-09 21.01.24,57161,4
2024-01-09 21.00.10,2024-01-09 21.01.24,58415,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67158,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67159,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67160,2
2024-01-09 21.00.10,2024-01-09 21.01.24,64332,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67166,3
2024-01-09 21.00.10,2024-01-09 21.01.24,65729,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67168,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68405,1
2024-01-09 21.00.10,2024-01-09 21.01.24,65736,3
2024-01-09 21.00.10,2024-01-09 21.01.24,68408,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68666,1
2024-01-09 21.00.10,2024-01-09 21.01.24,66708,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68665,1
2024-01-09 21.00.10,2024-01-09 21.01.24,33748,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69854,2
2024-01-09 21.00.10,2024-01-09 21.01.24,63736,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68743,3
2024-01-09 21.00.10,2024-01-09 21.01.24,63229,1
2024-01-09 21.00.10,2024-01-09 21.01.24,52391,1
2024-01-09 21.00.10,2024-01-09 21.01.24,64335,2
2024-01-09 21.00.10,2024-01-09 21.01.24,63279,3
2024-01-09 21.00.10,2024-01-09 21.01.24,67172,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69499,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68757,2
2024-01-09 21.00.10,2024-01-09 21.01.24,68759,2
2024-01-09 21.00.10,2024-01-09 21.01.24,64340,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67179,1
2024-01-09 21.00.10,2024-01-09 21.01.24,64343,2
2024-01-09 21.00.10,2024-01-09 21.01.24,51486,1
2024-01-09 21.00.10,2024-01-09 21.01.24,62958,1
2024-01-09 21.00.10,2024-01-09 21.01.24,52404,3
2024-01-09 21.00.10,2024-01-09 21.01.24,51489,1
2024-01-09 21.00.10,2024-01-09 21.01.24,63927,1
2024-01-09 21.00.10,2024-01-09 21.01.24,65740,1
2024-01-09 21.00.10,2024-01-09 21.01.24,65731,1
2024-01-09 21.00.10,2024-01-09 21.01.24,39092,1
2024-01-09 21.00.10,2024-01-09 21.01.24,34128,1
2024-01-09 21.00.10,2024-01-09 21.01.24,54873,6
2024-01-09 21.00.10,2024-01-09 21.01.24,44983,2
2024-01-09 21.00.10,2024-01-09 21.01.24,42486,2
2024-01-09 21.00.10,2024-01-09 21.01.24,62959,3
2024-01-09 21.00.10,2024-01-09 21.01.24,64366,2
2024-01-09 21.00.10,2024-01-09 21.01.24,65763,1
2024-01-09 21.00.10,2024-01-09 21.01.24,64374,2
2024-01-09 21.00.10,2024-01-09 21.01.24,54371,2
2024-01-09 21.00.10,2024-01-09 21.01.24,58261,3
2024-01-09 21.00.10,2024-01-09 21.01.24,63152,2
2024-01-09 21.00.10,2024-01-09 21.01.24,64378,1
2024-01-09 21.00.10,2024-01-09 21.01.24,49135,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68911,3
2024-01-09 21.00.10,2024-01-09 21.01.24,59466,1
2024-01-09 21.00.10,2024-01-09 21.01.24,62964,1
2024-01-09 21.00.10,2024-01-09 21.01.24,64387,2
2024-01-09 21.00.10,2024-01-09 21.01.24,68672,2
2024-01-09 21.00.10,2024-01-09 21.01.24,42137,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67230,1
2024-01-09 21.00.10,2024-01-09 21.01.24,44964,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69468,1
2024-01-09 21.00.10,2024-01-09 21.01.24,65793,1
2024-01-09 21.00.10,2024-01-09 21.01.24,48409,1
2024-01-09 21.00.10,2024-01-09 21.01.24,55025,1
2024-01-09 21.00.10,2024-01-09 21.01.24,63224,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69101,2
2024-01-09 21.00.10,2024-01-09 21.01.24,67281,1
2024-01-09 21.00.10,2024-01-09 21.01.24,49047,1
2024-01-09 21.00.10,2024-01-09 21.01.24,62869,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10064,1
2024-01-09 21.00.10,2024-01-09 21.01.24,54436,1
2024-01-09 21.00.10,2024-01-09 21.01.24,11554,3
2024-01-09 21.00.10,2024-01-09 21.01.24,11555,9
2024-01-09 21.00.10,2024-01-09 21.01.24,57239,2
2024-01-09 21.00.10,2024-01-09 21.01.24,10088,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10697,2
2024-01-09 21.00.10,2024-01-09 21.01.24,65800,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10086,2
2024-01-09 21.00.10,2024-01-09 21.01.24,54452,3
2024-01-09 21.00.10,2024-01-09 21.01.24,68762,1
2024-01-09 21.00.10,2024-01-09 21.01.24,68763,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10844,1
2024-01-09 21.00.10,2024-01-09 21.01.24,28749,4
2024-01-09 21.00.10,2024-01-09 21.01.24,65849,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10084,6
2024-01-09 21.00.10,2024-01-09 21.01.24,10386,5
2024-01-09 21.00.10,2024-01-09 21.01.24,13206,10
2024-01-09 21.00.10,2024-01-09 21.01.24,65867,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10264,1
2024-01-09 21.00.10,2024-01-09 21.01.24,25161,1
2024-01-09 21.00.10,2024-01-09 21.01.24,11301,1
2024-01-09 21.00.10,2024-01-09 21.01.24,41937,3
2024-01-09 21.00.10,2024-01-09 21.01.24,18480,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69234,7
2024-01-09 21.00.10,2024-01-09 21.01.24,69264,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69329,1
2024-01-09 21.00.10,2024-01-09 21.01.24,11556,1
2024-01-09 21.00.10,2024-01-09 21.01.24,13211,9
2024-01-09 21.00.10,2024-01-09 21.01.24,64170,3
2024-01-09 21.00.10,2024-01-09 21.01.24,13568,2
2024-01-09 21.00.10,2024-01-09 21.01.24,10093,4
2024-01-09 21.00.10,2024-01-09 21.01.24,14128,3
2024-01-09 21.00.10,2024-01-09 21.01.24,69242,2
2024-01-09 21.00.10,2024-01-09 21.01.24,10094,2
2024-01-09 21.00.10,2024-01-09 21.01.24,10209,7
2024-01-09 21.00.10,2024-01-09 21.01.24,13212,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10810,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10552,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69266,1
2024-01-09 21.00.10,2024-01-09 21.01.24,24001,2
2024-01-09 21.00.10,2024-01-09 21.01.24,64535,5
2024-01-09 21.00.10,2024-01-09 21.01.24,63113,2
2024-01-09 21.00.10,2024-01-09 21.01.24,55907,1
2024-01-09 21.00.10,2024-01-09 21.01.24,10565,3
2024-01-09 21.00.10,2024-01-09 21.01.24,13573,4
2024-01-09 21.00.10,2024-01-09 21.01.24,69246,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69484,6
2024-01-09 21.00.10,2024-01-09 21.01.24,11557,1
2024-01-09 21.00.10,2024-01-09 21.01.24,13213,2
2024-01-09 21.00.10,2024-01-09 21.01.24,66920,2
2024-01-09 21.00.10,2024-01-09 21.01.24,10053,1
2024-01-09 21.00.10,2024-01-09 21.01.24,62840,2
2024-01-09 21.00.10,2024-01-09 21.01.24,63085,2
2024-01-09 21.00.10,2024-01-09 21.01.24,63087,3
2024-01-09 21.00.10,2024-01-09 21.01.24,69250,3
2024-01-09 21.00.10,2024-01-09 21.01.24,69272,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58623,1
2024-01-09 21.00.10,2024-01-09 21.01.24,66745,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58626,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58673,2
2024-01-09 21.00.10,2024-01-09 21.01.24,58679,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69451,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58683,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69576,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58600,1
2024-01-09 21.00.10,2024-01-09 21.01.24,66882,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58587,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58514,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58516,2
2024-01-09 21.00.10,2024-01-09 21.01.24,58707,2
2024-01-09 21.00.10,2024-01-09 21.01.24,63943,3
2024-01-09 21.00.10,2024-01-09 21.01.24,63891,1
2024-01-09 21.00.10,2024-01-09 21.01.24,63898,1
2024-01-09 21.00.10,2024-01-09 21.01.24,66984,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58709,4
2024-01-09 21.00.10,2024-01-09 21.01.24,58571,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58441,2
2024-01-09 21.00.10,2024-01-09 21.01.24,58451,1
2024-01-09 21.00.10,2024-01-09 21.01.24,66738,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69971,1
2024-01-09 21.00.10,2024-01-09 21.01.24,67371,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58454,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58461,1
2024-01-09 21.00.10,2024-01-09 21.01.24,66760,3
2024-01-09 21.00.10,2024-01-09 21.01.24,66875,2
2024-01-09 21.00.10,2024-01-09 21.01.24,58462,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69973,2
2024-01-09 21.00.10,2024-01-09 21.01.24,58464,1
2024-01-09 21.00.10,2024-01-09 21.01.24,58466,2
2024-01-09 21.00.10,2024-01-09 21.01.24,63951,1
2024-01-09 21.00.10,2024-01-09 21.01.24,69975,2
2024-01-09 21.00.10,2024-01-09 21.01.24,58473,3
2024-01-09 21.00.10,2024-01-09 21.01.24,58483,1
2024-01-09 21.00.10,2024-01-09 21.01.24,46228,2
2024-01-09 21.00.10,2024-01-09 21.01.24,29291,1
2024-01-09 21.00.10,2024-01-09 21.01.24,33424,2
