previous_time,current_time,nrc,delta_enrolled
2024-01-09 14.20.00,2024-01-09 14.21.15,40034,1
2024-01-09 14.20.00,2024-01-09 14.21.15,66980,-1
2024-01-09 14.20.00,2024-01-09 14.21.15,13746,1
2024-01-09 14.20.00,2024-01-09 14.21.15,55026,-1
2024-01-09 14.20.00,2024-01-09 14.21.15,65784,1
2024-01-09 14.20.00,2024-01-09 14.21.15,52202,1
2024-01-09 14.20.00,2024-01-09 14.21.15,52231,1
2024-01-09 14.20.00,2024-01-09 14.21.15,67174,1
2024-01-09 14.20.00,2024-01-09 14.21.15,10911,-1
2024-01-09 14.20.00,2024-01-09 14.21.15,18517,1
2024-01-09 14.20.00,2024-01-09 14.21.15,55356,-1
2024-01-09 14.20.00,2024-01-09 14.21.15,55357,1
2024-01-09 14.20.00,2024-01-09 14.21.15,39333,-1
2024-01-09 14.20.00,2024-01-09 14.21.15,52341,1
2024-01-09 14.20.00,2024-01-09 14.21.15,36789,1
2024-01-09 14.20.00,2024-01-09 14.21.15,69239,1
2024-01-09 14.20.00,2024-01-09 14.21.15,24353,1
2024-01-09 14.20.00,2024-01-09 14.21.15,11227,-1
2024-01-09 14.20.00,2024-01-09 14.21.15,38959,1
2024-01-09 14.20.00,2024-01-09 14.21.15,11680,-1
2024-01-09 14.20.00,2024-01-09 14.21.15,30464,1
2024-01-09 14.20.00,2024-01-09 14.21.15,51920,1
2024-01-09 14.20.00,2024-01-09 14.21.15,69471,1
2024-01-09 14.20.00,2024-01-09 14.21.15,62702,1
2024-01-09 14.20.00,2024-01-09 14.21.15,63127,1
2024-01-09 14.20.00,2024-01-09 14.21.15,57606,-1
2024-01-09 14.20.00,2024-01-09 14.21.15,40094,1
2024-01-09 14.20.00,2024-01-09 14.21.15,65164,1
2024-01-09 14.20.00,2024-01-09 14.21.15,68070,1
2024-01-09 14.20.00,2024-01-09 14.21.15,10020,1
2024-01-09 14.20.00,2024-01-09 14.21.15,10021,1
2024-01-09 14.20.00,2024-01-09 14.21.15,69181,-1
2024-01-09 14.20.00,2024-01-09 14.21.15,69182,1
2024-01-09 14.20.00,2024-01-09 14.21.15,65684,7
2024-01-09 14.20.00,2024-01-09 14.21.15,69454,-7
2024-01-09 14.24.58,2024-01-09 14.26.14,25473,1
2024-01-09 14.24.58,2024-01-09 14.26.14,40034,-1
2024-01-09 14.24.58,2024-01-09 14.26.14,52202,-1
2024-01-09 14.24.58,2024-01-09 14.26.14,52204,1
2024-01-09 14.24.58,2024-01-09 14.26.14,52655,1
2024-01-09 14.24.58,2024-01-09 14.26.14,66781,1
2024-01-09 14.24.58,2024-01-09 14.26.14,70169,1
2024-01-09 14.24.58,2024-01-09 14.26.14,58494,1
2024-01-09 14.24.58,2024-01-09 14.26.14,58492,1
2024-01-09 14.24.58,2024-01-09 14.26.14,52282,1
2024-01-09 14.24.58,2024-01-09 14.26.14,44956,1
2024-01-09 14.24.58,2024-01-09 14.26.14,64300,1
2024-01-09 14.24.58,2024-01-09 14.26.14,57214,1
2024-01-09 14.24.58,2024-01-09 14.26.14,68743,1
2024-01-09 14.24.58,2024-01-09 14.26.14,64344,-1
2024-01-09 14.24.58,2024-01-09 14.26.14,67228,1
2024-01-09 14.24.58,2024-01-09 14.26.14,69469,1
2024-01-09 14.24.58,2024-01-09 14.26.14,63058,1
2024-01-09 14.24.58,2024-01-09 14.26.14,49759,1
2024-01-09 14.24.58,2024-01-09 14.26.14,10084,1
2024-01-09 14.24.58,2024-01-09 14.26.14,10094,1
2024-01-09 14.24.58,2024-01-09 14.26.14,69484,1
2024-01-09 14.24.58,2024-01-09 14.26.14,69271,1
2024-01-09 14.24.58,2024-01-09 14.26.14,69250,1
2024-01-09 14.24.58,2024-01-09 14.26.14,10597,1
2024-01-09 14.24.58,2024-01-09 14.26.14,58347,1
2024-01-09 14.24.58,2024-01-09 14.26.14,63871,-1
2024-01-09 14.24.58,2024-01-09 14.26.14,52341,-1
2024-01-09 14.24.58,2024-01-09 14.26.14,39981,-1
2024-01-09 14.24.58,2024-01-09 14.26.14,39986,1
2024-01-09 14.24.58,2024-01-09 14.26.14,31316,1
2024-01-09 14.24.58,2024-01-09 14.26.14,55595,1
2024-01-09 14.24.58,2024-01-09 14.26.14,67896,1
2024-01-09 14.24.58,2024-01-09 14.26.14,51386,1
2024-01-09 14.24.58,2024-01-09 14.26.14,34829,1
2024-01-09 14.24.58,2024-01-09 14.26.14,66239,1
2024-01-09 14.24.58,2024-01-09 14.26.14,67994,-1
2024-01-09 14.24.58,2024-01-09 14.26.14,69184,-1
2024-01-09 14.24.58,2024-01-09 14.26.14,68070,1
2024-01-09 14.24.58,2024-01-09 14.26.14,68072,-1
2024-01-09 14.24.58,2024-01-09 14.26.14,69181,1
2024-01-09 14.24.58,2024-01-09 14.26.14,66601,1
2024-01-09 14.24.58,2024-01-09 14.26.14,65684,10
2024-01-09 14.24.58,2024-01-09 14.26.14,69454,-10
2024-01-09 14.29.56,2024-01-09 14.31.10,11411,1
2024-01-09 14.29.56,2024-01-09 14.31.10,64012,1
2024-01-09 14.29.56,2024-01-09 14.31.10,12118,1
2024-01-09 14.29.56,2024-01-09 14.31.10,28783,1
2024-01-09 14.29.56,2024-01-09 14.31.10,11014,1
2024-01-09 14.29.56,2024-01-09 14.31.10,55206,1
2024-01-09 14.29.56,2024-01-09 14.31.10,23026,2
2024-01-09 14.29.56,2024-01-09 14.31.10,11216,3
2024-01-09 14.29.56,2024-01-09 14.31.10,39787,1
2024-01-09 14.29.56,2024-01-09 14.31.10,51766,2
2024-01-09 14.29.56,2024-01-09 14.31.10,31092,1
2024-01-09 14.29.56,2024-01-09 14.31.10,66705,3
2024-01-09 14.29.56,2024-01-09 14.31.10,10180,1
2024-01-09 14.29.56,2024-01-09 14.31.10,20826,1
2024-01-09 14.29.56,2024-01-09 14.31.10,20827,1
2024-01-09 14.29.56,2024-01-09 14.31.10,31010,1
2024-01-09 14.29.56,2024-01-09 14.31.10,20858,1
2024-01-09 14.29.56,2024-01-09 14.31.10,46138,1
2024-01-09 14.29.56,2024-01-09 14.31.10,65775,3
2024-01-09 14.29.56,2024-01-09 14.31.10,39165,5
2024-01-09 14.29.56,2024-01-09 14.31.10,39166,1
2024-01-09 14.29.56,2024-01-09 14.31.10,39167,1
2024-01-09 14.29.56,2024-01-09 14.31.10,65767,2
2024-01-09 14.29.56,2024-01-09 14.31.10,64019,1
2024-01-09 14.29.56,2024-01-09 14.31.10,14951,2
2024-01-09 14.29.56,2024-01-09 14.31.10,52521,1
2024-01-09 14.29.56,2024-01-09 14.31.10,39176,1
2024-01-09 14.29.56,2024-01-09 14.31.10,39175,1
2024-01-09 14.29.56,2024-01-09 14.31.10,39177,3
2024-01-09 14.29.56,2024-01-09 14.31.10,39174,3
2024-01-09 14.29.56,2024-01-09 14.31.10,33363,1
2024-01-09 14.29.56,2024-01-09 14.31.10,33362,1
2024-01-09 14.29.56,2024-01-09 14.31.10,66728,6
2024-01-09 14.29.56,2024-01-09 14.31.10,11998,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58984,2
2024-01-09 14.29.56,2024-01-09 14.31.10,67040,1
2024-01-09 14.29.56,2024-01-09 14.31.10,43233,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10147,2
2024-01-09 14.29.56,2024-01-09 14.31.10,10148,2
2024-01-09 14.29.56,2024-01-09 14.31.10,66706,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58396,3
2024-01-09 14.29.56,2024-01-09 14.31.10,10407,1
2024-01-09 14.29.56,2024-01-09 14.31.10,23065,1
2024-01-09 14.29.56,2024-01-09 14.31.10,11132,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10150,3
2024-01-09 14.29.56,2024-01-09 14.31.10,58030,1
2024-01-09 14.29.56,2024-01-09 14.31.10,31957,1
2024-01-09 14.29.56,2024-01-09 14.31.10,48421,1
2024-01-09 14.29.56,2024-01-09 14.31.10,39763,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58504,1
2024-01-09 14.29.56,2024-01-09 14.31.10,55689,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63333,2
2024-01-09 14.29.56,2024-01-09 14.31.10,68386,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67089,1
2024-01-09 14.29.56,2024-01-09 14.31.10,52958,1
2024-01-09 14.29.56,2024-01-09 14.31.10,16660,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68736,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69000,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68812,1
2024-01-09 14.29.56,2024-01-09 14.31.10,11190,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67133,1
2024-01-09 14.29.56,2024-01-09 14.31.10,44956,1
2024-01-09 14.29.56,2024-01-09 14.31.10,34013,1
2024-01-09 14.29.56,2024-01-09 14.31.10,34022,5
2024-01-09 14.29.56,2024-01-09 14.31.10,51764,1
2024-01-09 14.29.56,2024-01-09 14.31.10,64300,1
2024-01-09 14.29.56,2024-01-09 14.31.10,62952,2
2024-01-09 14.29.56,2024-01-09 14.31.10,63034,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68720,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67146,2
2024-01-09 14.29.56,2024-01-09 14.31.10,34069,1
2024-01-09 14.29.56,2024-01-09 14.31.10,34053,2
2024-01-09 14.29.56,2024-01-09 14.31.10,64307,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67155,2
2024-01-09 14.29.56,2024-01-09 14.31.10,58415,2
2024-01-09 14.29.56,2024-01-09 14.31.10,65738,1
2024-01-09 14.29.56,2024-01-09 14.31.10,33698,1
2024-01-09 14.29.56,2024-01-09 14.31.10,33719,1
2024-01-09 14.29.56,2024-01-09 14.31.10,55034,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68743,1
2024-01-09 14.29.56,2024-01-09 14.31.10,52391,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63279,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68756,2
2024-01-09 14.29.56,2024-01-09 14.31.10,68757,3
2024-01-09 14.29.56,2024-01-09 14.31.10,42509,1
2024-01-09 14.29.56,2024-01-09 14.31.10,64343,1
2024-01-09 14.29.56,2024-01-09 14.31.10,52404,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63927,1
2024-01-09 14.29.56,2024-01-09 14.31.10,65740,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68673,1
2024-01-09 14.29.56,2024-01-09 14.31.10,39092,1
2024-01-09 14.29.56,2024-01-09 14.31.10,34127,1
2024-01-09 14.29.56,2024-01-09 14.31.10,34128,2
2024-01-09 14.29.56,2024-01-09 14.31.10,39873,2
2024-01-09 14.29.56,2024-01-09 14.31.10,67199,1
2024-01-09 14.29.56,2024-01-09 14.31.10,42486,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69856,1
2024-01-09 14.29.56,2024-01-09 14.31.10,33924,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67207,2
2024-01-09 14.29.56,2024-01-09 14.31.10,54371,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68911,1
2024-01-09 14.29.56,2024-01-09 14.31.10,39498,1
2024-01-09 14.29.56,2024-01-09 14.31.10,40460,1
2024-01-09 14.29.56,2024-01-09 14.31.10,42137,1
2024-01-09 14.29.56,2024-01-09 14.31.10,65793,1
2024-01-09 14.29.56,2024-01-09 14.31.10,39052,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67263,1
2024-01-09 14.29.56,2024-01-09 14.31.10,54946,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67269,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69106,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67282,1
2024-01-09 14.29.56,2024-01-09 14.31.10,46625,1
2024-01-09 14.29.56,2024-01-09 14.31.10,55295,1
2024-01-09 14.29.56,2024-01-09 14.31.10,55294,-1
2024-01-09 14.29.56,2024-01-09 14.31.10,62869,1
2024-01-09 14.29.56,2024-01-09 14.31.10,51851,1
2024-01-09 14.29.56,2024-01-09 14.31.10,11555,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68760,1
2024-01-09 14.29.56,2024-01-09 14.31.10,27511,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10697,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10844,1
2024-01-09 14.29.56,2024-01-09 14.31.10,12097,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10040,1
2024-01-09 14.29.56,2024-01-09 14.31.10,33443,1
2024-01-09 14.29.56,2024-01-09 14.31.10,12573,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10084,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10386,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69234,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69264,1
2024-01-09 14.29.56,2024-01-09 14.31.10,62839,3
2024-01-09 14.29.56,2024-01-09 14.31.10,10094,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10209,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69265,1
2024-01-09 14.29.56,2024-01-09 14.31.10,49058,1
2024-01-09 14.29.56,2024-01-09 14.31.10,55907,1
2024-01-09 14.29.56,2024-01-09 14.31.10,13573,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10053,2
2024-01-09 14.29.56,2024-01-09 14.31.10,62840,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69271,2
2024-01-09 14.29.56,2024-01-09 14.31.10,68758,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69330,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63087,2
2024-01-09 14.29.56,2024-01-09 14.31.10,10909,6
2024-01-09 14.29.56,2024-01-09 14.31.10,10910,13
2024-01-09 14.29.56,2024-01-09 14.31.10,18517,5
2024-01-09 14.29.56,2024-01-09 14.31.10,69497,2
2024-01-09 14.29.56,2024-01-09 14.31.10,24033,3
2024-01-09 14.29.56,2024-01-09 14.31.10,28565,3
2024-01-09 14.29.56,2024-01-09 14.31.10,28795,2
2024-01-09 14.29.56,2024-01-09 14.31.10,20400,2
2024-01-09 14.29.56,2024-01-09 14.31.10,42966,1
2024-01-09 14.29.56,2024-01-09 14.31.10,66670,2
2024-01-09 14.29.56,2024-01-09 14.31.10,33465,2
2024-01-09 14.29.56,2024-01-09 14.31.10,10597,8
2024-01-09 14.29.56,2024-01-09 14.31.10,11066,2
2024-01-09 14.29.56,2024-01-09 14.31.10,58618,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58646,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58674,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58678,1
2024-01-09 14.29.56,2024-01-09 14.31.10,66941,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58682,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58686,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58602,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58587,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58588,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58589,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58510,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58511,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58707,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58517,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63888,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58540,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63896,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63899,2
2024-01-09 14.29.56,2024-01-09 14.31.10,58563,2
2024-01-09 14.29.56,2024-01-09 14.31.10,58709,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58569,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58571,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58444,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58451,2
2024-01-09 14.29.56,2024-01-09 14.31.10,63946,1
2024-01-09 14.29.56,2024-01-09 14.31.10,66760,1
2024-01-09 14.29.56,2024-01-09 14.31.10,66875,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58462,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69973,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58468,1
2024-01-09 14.29.56,2024-01-09 14.31.10,66761,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69975,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67378,2
2024-01-09 14.29.56,2024-01-09 14.31.10,46772,1
2024-01-09 14.29.56,2024-01-09 14.31.10,46229,1
2024-01-09 14.29.56,2024-01-09 14.31.10,31028,1
2024-01-09 14.29.56,2024-01-09 14.31.10,55327,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10539,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10108,1
2024-01-09 14.29.56,2024-01-09 14.31.10,36893,2
2024-01-09 14.29.56,2024-01-09 14.31.10,42991,2
2024-01-09 14.29.56,2024-01-09 14.31.10,63863,1
2024-01-09 14.29.56,2024-01-09 14.31.10,39879,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63871,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63283,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67407,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69574,1
2024-01-09 14.29.56,2024-01-09 14.31.10,36668,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67410,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69084,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10627,1
2024-01-09 14.29.56,2024-01-09 14.31.10,70111,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67416,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68432,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67469,1
2024-01-09 14.29.56,2024-01-09 14.31.10,52345,1
2024-01-09 14.29.56,2024-01-09 14.31.10,70060,1
2024-01-09 14.29.56,2024-01-09 14.31.10,52349,2
2024-01-09 14.29.56,2024-01-09 14.31.10,55532,2
2024-01-09 14.29.56,2024-01-09 14.31.10,52355,2
2024-01-09 14.29.56,2024-01-09 14.31.10,66722,1
2024-01-09 14.29.56,2024-01-09 14.31.10,50277,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68445,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68446,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68448,1
2024-01-09 14.29.56,2024-01-09 14.31.10,66578,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67590,1
2024-01-09 14.29.56,2024-01-09 14.31.10,44909,1
2024-01-09 14.29.56,2024-01-09 14.31.10,44911,1
2024-01-09 14.29.56,2024-01-09 14.31.10,53495,1
2024-01-09 14.29.56,2024-01-09 14.31.10,14013,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67607,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67608,1
2024-01-09 14.29.56,2024-01-09 14.31.10,66567,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69252,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67657,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69162,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69346,1
2024-01-09 14.29.56,2024-01-09 14.31.10,41056,1
2024-01-09 14.29.56,2024-01-09 14.31.10,31040,1
2024-01-09 14.29.56,2024-01-09 14.31.10,41059,1
2024-01-09 14.29.56,2024-01-09 14.31.10,33800,1
2024-01-09 14.29.56,2024-01-09 14.31.10,41060,1
2024-01-09 14.29.56,2024-01-09 14.31.10,33898,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68467,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69240,1
2024-01-09 14.29.56,2024-01-09 14.31.10,41066,1
2024-01-09 14.29.56,2024-01-09 14.31.10,57672,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63653,1
2024-01-09 14.29.56,2024-01-09 14.31.10,14315,1
2024-01-09 14.29.56,2024-01-09 14.31.10,41929,1
2024-01-09 14.29.56,2024-01-09 14.31.10,42059,1
2024-01-09 14.29.56,2024-01-09 14.31.10,49167,1
2024-01-09 14.29.56,2024-01-09 14.31.10,64117,1
2024-01-09 14.29.56,2024-01-09 14.31.10,39959,1
2024-01-09 14.29.56,2024-01-09 14.31.10,24341,1
2024-01-09 14.29.56,2024-01-09 14.31.10,49053,1
2024-01-09 14.29.56,2024-01-09 14.31.10,24343,2
2024-01-09 14.29.56,2024-01-09 14.31.10,13153,2
2024-01-09 14.29.56,2024-01-09 14.31.10,69258,1
2024-01-09 14.29.56,2024-01-09 14.31.10,24345,1
2024-01-09 14.29.56,2024-01-09 14.31.10,30477,1
2024-01-09 14.29.56,2024-01-09 14.31.10,24347,1
2024-01-09 14.29.56,2024-01-09 14.31.10,13580,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67736,1
2024-01-09 14.29.56,2024-01-09 14.31.10,36672,1
2024-01-09 14.29.56,2024-01-09 14.31.10,13640,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10451,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67750,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10932,1
2024-01-09 14.29.56,2024-01-09 14.31.10,13660,1
2024-01-09 14.29.56,2024-01-09 14.31.10,13803,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10693,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67762,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67764,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67768,2
2024-01-09 14.29.56,2024-01-09 14.31.10,10120,4
2024-01-09 14.29.56,2024-01-09 14.31.10,67771,1
2024-01-09 14.29.56,2024-01-09 14.31.10,41161,1
2024-01-09 14.29.56,2024-01-09 14.31.10,50524,1
2024-01-09 14.29.56,2024-01-09 14.31.10,13860,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67780,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10211,1
2024-01-09 14.29.56,2024-01-09 14.31.10,27802,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68992,2
2024-01-09 14.29.56,2024-01-09 14.31.10,58721,2
2024-01-09 14.29.56,2024-01-09 14.31.10,68994,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69471,1
2024-01-09 14.29.56,2024-01-09 14.31.10,31315,1
2024-01-09 14.29.56,2024-01-09 14.31.10,20537,1
2024-01-09 14.29.56,2024-01-09 14.31.10,57341,1
2024-01-09 14.29.56,2024-01-09 14.31.10,41897,1
2024-01-09 14.29.56,2024-01-09 14.31.10,12125,1
2024-01-09 14.29.56,2024-01-09 14.31.10,27391,1
2024-01-09 14.29.56,2024-01-09 14.31.10,25387,2
2024-01-09 14.29.56,2024-01-09 14.31.10,27390,1
2024-01-09 14.29.56,2024-01-09 14.31.10,25589,1
2024-01-09 14.29.56,2024-01-09 14.31.10,57346,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68957,1
2024-01-09 14.29.56,2024-01-09 14.31.10,58817,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63345,1
2024-01-09 14.29.56,2024-01-09 14.31.10,27499,1
2024-01-09 14.29.56,2024-01-09 14.31.10,11073,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68966,1
2024-01-09 14.29.56,2024-01-09 14.31.10,40114,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68967,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68946,3
2024-01-09 14.29.56,2024-01-09 14.31.10,63032,2
2024-01-09 14.29.56,2024-01-09 14.31.10,16808,1
2024-01-09 14.29.56,2024-01-09 14.31.10,41886,2
2024-01-09 14.29.56,2024-01-09 14.31.10,24597,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63033,2
2024-01-09 14.29.56,2024-01-09 14.31.10,30778,1
2024-01-09 14.29.56,2024-01-09 14.31.10,27513,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68844,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10351,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68823,1
2024-01-09 14.29.56,2024-01-09 14.31.10,63291,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10236,1
2024-01-09 14.29.56,2024-01-09 14.31.10,12953,1
2024-01-09 14.29.56,2024-01-09 14.31.10,66192,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69294,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69226,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69228,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69350,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67932,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68500,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67933,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67934,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67935,2
2024-01-09 14.29.56,2024-01-09 14.31.10,68506,1
2024-01-09 14.29.56,2024-01-09 14.31.10,67940,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10575,1
2024-01-09 14.29.56,2024-01-09 14.31.10,55664,1
2024-01-09 14.29.56,2024-01-09 14.31.10,13083,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69257,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10242,1
2024-01-09 14.29.56,2024-01-09 14.31.10,17963,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68884,1
2024-01-09 14.29.56,2024-01-09 14.31.10,18442,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10704,1
2024-01-09 14.29.56,2024-01-09 14.31.10,39553,1
2024-01-09 14.29.56,2024-01-09 14.31.10,13330,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68918,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68922,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69042,2
2024-01-09 14.29.56,2024-01-09 14.31.10,68933,2
2024-01-09 14.29.56,2024-01-09 14.31.10,69026,2
2024-01-09 14.29.56,2024-01-09 14.31.10,69032,2
2024-01-09 14.29.56,2024-01-09 14.31.10,69033,2
2024-01-09 14.29.56,2024-01-09 14.31.10,68939,2
2024-01-09 14.29.56,2024-01-09 14.31.10,11329,2
2024-01-09 14.29.56,2024-01-09 14.31.10,66032,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69034,1
2024-01-09 14.29.56,2024-01-09 14.31.10,65847,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69053,1
2024-01-09 14.29.56,2024-01-09 14.31.10,22751,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68069,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68070,2
2024-01-09 14.29.56,2024-01-09 14.31.10,56325,1
2024-01-09 14.29.56,2024-01-09 14.31.10,65228,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69181,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68114,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68115,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68116,2
2024-01-09 14.29.56,2024-01-09 14.31.10,66797,1
2024-01-09 14.29.56,2024-01-09 14.31.10,70135,1
2024-01-09 14.29.56,2024-01-09 14.31.10,70136,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10881,1
2024-01-09 14.29.56,2024-01-09 14.31.10,68600,1
2024-01-09 14.29.56,2024-01-09 14.31.10,31199,1
2024-01-09 14.29.56,2024-01-09 14.31.10,69581,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10442,1
2024-01-09 14.29.56,2024-01-09 14.31.10,66602,1
2024-01-09 14.29.56,2024-01-09 14.31.10,10650,1
