previous_time,current_time,nrc,delta_enrolled
2024-05-30 16.34.41,2024-05-30 16.37.53,10023,1
2024-05-30 16.34.41,2024-05-30 16.37.53,10024,-1
2024-05-30 16.34.41,2024-05-30 16.37.53,12131,3
2024-05-30 16.34.41,2024-05-30 16.37.53,12005,1
2024-05-30 16.34.41,2024-05-30 16.37.53,10108,1
2024-05-30 16.34.41,2024-05-30 16.37.53,12154,1
2024-05-30 16.34.41,2024-05-30 16.37.53,12157,2
2024-05-30 16.34.41,2024-05-30 16.37.53,12158,2
2024-05-30 16.34.41,2024-05-30 16.37.53,12162,2
2024-05-30 16.34.41,2024-05-30 16.37.53,10025,1
2024-05-30 16.34.41,2024-05-30 16.37.53,12130,1
2024-05-30 16.34.41,2024-05-30 16.37.53,12133,2
2024-05-30 16.34.41,2024-05-30 16.37.53,10568,1
2024-05-30 16.34.41,2024-05-30 16.37.53,10030,1
2024-05-30 16.34.41,2024-05-30 16.37.53,13042,1
2024-05-30 16.34.41,2024-05-30 16.37.53,11656,1
2024-05-30 16.34.41,2024-05-30 16.37.53,11668,1
2024-05-30 16.34.41,2024-05-30 16.37.53,13045,1
2024-05-30 16.34.41,2024-05-30 16.37.53,12891,1
2024-05-30 16.34.41,2024-05-30 16.37.53,13075,1
2024-05-30 16.34.41,2024-05-30 16.37.53,12316,1
2024-05-30 16.34.41,2024-05-30 16.37.53,12293,27
2024-05-30 16.34.41,2024-05-30 16.37.53,12294,6
2024-05-30 16.34.41,2024-05-30 16.37.53,12065,10
2024-05-30 16.34.41,2024-05-30 16.37.53,10033,4
2024-05-30 16.34.41,2024-05-30 16.37.53,13071,3
2024-05-30 16.34.41,2024-05-30 16.37.53,12291,4
2024-05-30 16.34.41,2024-05-30 16.37.53,12292,10
2024-05-30 16.34.41,2024-05-30 16.37.53,12761,1
2024-05-30 16.34.41,2024-05-30 16.37.53,12317,9
2024-05-30 16.34.41,2024-05-30 16.37.53,12298,15
2024-05-30 16.34.41,2024-05-30 16.37.53,11598,1
2024-05-30 16.34.41,2024-05-30 16.37.53,12314,12
2024-05-30 16.34.41,2024-05-30 16.37.53,11600,3
2024-05-30 16.34.41,2024-05-30 16.37.53,13072,5
2024-05-30 16.34.41,2024-05-30 16.37.53,11559,5
2024-05-30 16.34.41,2024-05-30 16.37.53,11027,1
2024-05-30 16.34.41,2024-05-30 16.37.53,10777,1
2024-05-30 16.34.41,2024-05-30 16.37.53,13053,1
2024-05-30 16.34.41,2024-05-30 16.37.53,10779,1
2024-05-30 16.34.41,2024-05-30 16.37.53,12862,1
2024-05-30 16.34.41,2024-05-30 16.37.53,13054,1
2024-05-30 16.34.41,2024-05-30 16.37.53,12863,1
2024-05-30 16.41.02,2024-05-30 16.44.09,10143,1
2024-05-30 16.41.02,2024-05-30 16.44.09,10043,2
2024-05-30 16.41.02,2024-05-30 16.44.09,10003,1
2024-05-30 16.41.02,2024-05-30 16.44.09,13061,1
2024-05-30 16.41.02,2024-05-30 16.44.09,12680,1
2024-05-30 16.41.02,2024-05-30 16.44.09,12774,-1
2024-05-30 16.41.02,2024-05-30 16.44.09,12775,2
2024-05-30 16.41.02,2024-05-30 16.44.09,13066,2
2024-05-30 16.41.02,2024-05-30 16.44.09,12027,1
2024-05-30 16.41.02,2024-05-30 16.44.09,10011,1
2024-05-30 16.41.02,2024-05-30 16.44.09,10013,1
2024-05-30 16.41.02,2024-05-30 16.44.09,10027,1
2024-05-30 16.41.02,2024-05-30 16.44.09,12611,1
2024-05-30 16.41.02,2024-05-30 16.44.09,13007,1
2024-05-30 16.41.02,2024-05-30 16.44.09,12895,2
2024-05-30 16.41.02,2024-05-30 16.44.09,13141,-1
2024-05-30 16.41.02,2024-05-30 16.44.09,12412,1
2024-05-30 16.41.02,2024-05-30 16.44.09,13078,1
2024-05-30 16.41.02,2024-05-30 16.44.09,12939,2
2024-05-30 16.41.02,2024-05-30 16.44.09,12977,2
2024-05-30 16.41.02,2024-05-30 16.44.09,12550,1
2024-05-30 16.41.02,2024-05-30 16.44.09,12978,1
2024-05-30 16.41.02,2024-05-30 16.44.09,10023,1
2024-05-30 16.41.02,2024-05-30 16.44.09,10058,1
2024-05-30 16.41.02,2024-05-30 16.44.09,11394,1
2024-05-30 16.41.02,2024-05-30 16.44.09,12157,2
2024-05-30 16.41.02,2024-05-30 16.44.09,12158,2
2024-05-30 16.41.02,2024-05-30 16.44.09,12130,1
2024-05-30 16.41.02,2024-05-30 16.44.09,12133,1
2024-05-30 16.41.02,2024-05-30 16.44.09,13040,1
2024-05-30 16.41.02,2024-05-30 16.44.09,12294,3
2024-05-30 16.41.02,2024-05-30 16.44.09,10033,2
2024-05-30 16.41.02,2024-05-30 16.44.09,12292,2
2024-05-30 16.41.02,2024-05-30 16.44.09,12317,2
2024-05-30 16.41.02,2024-05-30 16.44.09,12314,1
2024-05-30 16.41.02,2024-05-30 16.44.09,11600,1
2024-05-30 16.41.02,2024-05-30 16.44.09,13072,1
2024-05-30 16.41.02,2024-05-30 16.44.09,12687,1
2024-05-30 16.41.02,2024-05-30 16.44.09,11559,1
2024-05-30 16.41.02,2024-05-30 16.44.09,10060,1
2024-05-30 16.44.09,2024-05-30 16.46.35,11774,1
2024-05-30 16.44.09,2024-05-30 16.46.35,10043,1
2024-05-30 16.44.09,2024-05-30 16.46.35,12963,1
2024-05-30 16.44.09,2024-05-30 16.46.35,13083,1
2024-05-30 16.44.09,2024-05-30 16.46.35,13060,2
2024-05-30 16.44.09,2024-05-30 16.46.35,13063,1
2024-05-30 16.44.09,2024-05-30 16.46.35,12774,1
2024-05-30 16.44.09,2024-05-30 16.46.35,13065,1
2024-05-30 16.44.09,2024-05-30 16.46.35,13066,2
2024-05-30 16.44.09,2024-05-30 16.46.35,12027,1
2024-05-30 16.44.09,2024-05-30 16.46.35,12983,2
2024-05-30 16.44.09,2024-05-30 16.46.35,10047,1
2024-05-30 16.44.09,2024-05-30 16.46.35,10012,1
2024-05-30 16.44.09,2024-05-30 16.46.35,10013,1
2024-05-30 16.44.09,2024-05-30 16.46.35,12537,1
2024-05-30 16.44.09,2024-05-30 16.46.35,13015,1
2024-05-30 16.44.09,2024-05-30 16.46.35,12939,3
2024-05-30 16.44.09,2024-05-30 16.46.35,12977,3
2024-05-30 16.44.09,2024-05-30 16.46.35,10024,1
2024-05-30 16.44.09,2024-05-30 16.46.35,10106,1
2024-05-30 16.44.09,2024-05-30 16.46.35,12163,1
2024-05-30 16.44.09,2024-05-30 16.46.35,12133,-1
2024-05-30 16.44.09,2024-05-30 16.46.35,13045,-1
2024-05-30 16.44.09,2024-05-30 16.46.35,13075,1
2024-05-30 16.44.09,2024-05-30 16.46.35,10264,1
2024-05-30 16.44.09,2024-05-30 16.46.35,12294,1
2024-05-30 16.44.09,2024-05-30 16.46.35,12291,-1
2024-05-30 16.44.09,2024-05-30 16.46.35,12292,2
2024-05-30 16.44.09,2024-05-30 16.46.35,11072,1
2024-05-30 16.44.09,2024-05-30 16.46.35,11601,1
2024-05-30 16.44.09,2024-05-30 16.46.35,11559,1
2024-05-30 16.48.51,2024-05-30 16.51.04,12769,1
2024-05-30 16.48.51,2024-05-30 16.51.04,10040,1
2024-05-30 16.48.51,2024-05-30 16.51.04,10043,1
2024-05-30 16.48.51,2024-05-30 16.51.04,12963,2
2024-05-30 16.48.51,2024-05-30 16.51.04,13083,2
2024-05-30 16.48.51,2024-05-30 16.51.04,13061,-1
2024-05-30 16.48.51,2024-05-30 16.51.04,12775,-1
2024-05-30 16.48.51,2024-05-30 16.51.04,13065,-1
2024-05-30 16.48.51,2024-05-30 16.51.04,13066,1
2024-05-30 16.48.51,2024-05-30 16.51.04,10011,1
2024-05-30 16.48.51,2024-05-30 16.51.04,10013,1
2024-05-30 16.48.51,2024-05-30 16.51.04,10055,1
2024-05-30 16.48.51,2024-05-30 16.51.04,13014,1
2024-05-30 16.48.51,2024-05-30 16.51.04,12939,-1
2024-05-30 16.48.51,2024-05-30 16.51.04,12977,-1
2024-05-30 16.48.51,2024-05-30 16.51.04,10095,3
2024-05-30 16.48.51,2024-05-30 16.51.04,10108,2
2024-05-30 16.48.51,2024-05-30 16.51.04,12153,1
2024-05-30 16.48.51,2024-05-30 16.51.04,12154,4
2024-05-30 16.48.51,2024-05-30 16.51.04,12093,1
2024-05-30 16.48.51,2024-05-30 16.51.04,12843,1
2024-05-30 16.48.51,2024-05-30 16.51.04,10029,1
2024-05-30 16.48.51,2024-05-30 16.51.04,11656,1
2024-05-30 16.48.51,2024-05-30 16.51.04,13075,1
2024-05-30 16.48.51,2024-05-30 16.51.04,10264,1
2024-05-30 16.48.51,2024-05-30 16.51.04,12294,-1
2024-05-30 16.48.51,2024-05-30 16.51.04,13071,-1
2024-05-30 16.48.51,2024-05-30 16.51.04,10033,1
2024-05-30 16.48.51,2024-05-30 16.51.04,12317,1
2024-05-30 16.48.51,2024-05-30 16.51.04,12314,-1
2024-05-30 16.48.51,2024-05-30 16.51.04,11072,3
2024-05-30 16.48.51,2024-05-30 16.51.04,10142,1
2024-05-30 16.48.51,2024-05-30 16.51.04,10064,1
2024-05-30 16.54.55,2024-05-30 16.56.37,10040,-1
2024-05-30 16.54.55,2024-05-30 16.56.37,10043,-1
2024-05-30 16.54.55,2024-05-30 16.56.37,10003,-1
2024-05-30 16.54.55,2024-05-30 16.56.37,12963,2
2024-05-30 16.54.55,2024-05-30 16.56.37,13083,2
2024-05-30 16.54.55,2024-05-30 16.56.37,12966,1
2024-05-30 16.54.55,2024-05-30 16.56.37,13060,1
2024-05-30 16.54.55,2024-05-30 16.56.37,13061,2
2024-05-30 16.54.55,2024-05-30 16.56.37,12775,2
2024-05-30 16.54.55,2024-05-30 16.56.37,13065,1
2024-05-30 16.54.55,2024-05-30 16.56.37,12898,1
2024-05-30 16.54.55,2024-05-30 16.56.37,10071,1
2024-05-30 16.54.55,2024-05-30 16.56.37,10055,1
2024-05-30 16.54.55,2024-05-30 16.56.37,13014,1
2024-05-30 16.54.55,2024-05-30 16.56.37,12412,1
2024-05-30 16.54.55,2024-05-30 16.56.37,13078,1
2024-05-30 16.54.55,2024-05-30 16.56.37,12939,1
2024-05-30 16.54.55,2024-05-30 16.56.37,12977,1
2024-05-30 16.54.55,2024-05-30 16.56.37,13023,1
2024-05-30 16.54.55,2024-05-30 16.56.37,13025,1
2024-05-30 16.54.55,2024-05-30 16.56.37,13026,1
2024-05-30 16.54.55,2024-05-30 16.56.37,12430,1
2024-05-30 16.54.55,2024-05-30 16.56.37,10095,1
2024-05-30 16.54.55,2024-05-30 16.56.37,12153,1
2024-05-30 16.54.55,2024-05-30 16.56.37,10026,1
2024-05-30 16.54.55,2024-05-30 16.56.37,12316,1
2024-05-30 16.54.55,2024-05-30 16.56.37,10266,1
2024-05-30 16.54.55,2024-05-30 16.56.37,12294,2
2024-05-30 16.54.55,2024-05-30 16.56.37,12291,1
2024-05-30 16.54.55,2024-05-30 16.56.37,12292,1
2024-05-30 16.54.55,2024-05-30 16.56.37,12298,2
2024-05-30 16.54.55,2024-05-30 16.56.37,11072,1
2024-05-30 16.54.55,2024-05-30 16.56.37,11559,1
2024-05-30 16.54.55,2024-05-30 16.56.37,11041,1
2024-05-30 16.54.55,2024-05-30 16.56.37,11281,1
2024-05-30 17.00.04,2024-05-30 17.01.48,10043,2
2024-05-30 17.00.04,2024-05-30 17.01.48,10005,1
2024-05-30 17.00.04,2024-05-30 17.01.48,13061,1
2024-05-30 17.00.04,2024-05-30 17.01.48,13065,1
2024-05-30 17.00.04,2024-05-30 17.01.48,13066,-1
2024-05-30 17.00.04,2024-05-30 17.01.48,12783,1
2024-05-30 17.00.04,2024-05-30 17.01.48,10949,1
2024-05-30 17.00.04,2024-05-30 17.01.48,12895,1
2024-05-30 17.00.04,2024-05-30 17.01.48,10695,1
2024-05-30 17.00.04,2024-05-30 17.01.48,13010,1
2024-05-30 17.00.04,2024-05-30 17.01.48,13135,1
2024-05-30 17.00.04,2024-05-30 17.01.48,13136,2
2024-05-30 17.00.04,2024-05-30 17.01.48,12939,1
2024-05-30 17.00.04,2024-05-30 17.01.48,12977,1
2024-05-30 17.00.04,2024-05-30 17.01.48,12005,1
2024-05-30 17.00.04,2024-05-30 17.01.48,10108,2
2024-05-30 17.00.04,2024-05-30 17.01.48,12154,2
2024-05-30 17.00.04,2024-05-30 17.01.48,10106,1
2024-05-30 17.00.04,2024-05-30 17.01.48,12163,1
2024-05-30 17.00.04,2024-05-30 17.01.48,10025,1
2024-05-30 17.00.04,2024-05-30 17.01.48,10033,2
2024-05-30 17.00.04,2024-05-30 17.01.48,13072,1
2024-05-30 17.00.04,2024-05-30 17.01.48,11072,1
2024-05-30 17.00.04,2024-05-30 17.01.48,11559,1
2024-05-30 17.00.04,2024-05-30 17.01.48,11027,1
2024-05-30 17.05.17,2024-05-30 17.06.58,10043,7
2024-05-30 17.05.17,2024-05-30 17.06.58,12963,1
2024-05-30 17.05.17,2024-05-30 17.06.58,13083,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12988,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12691,1
2024-05-30 17.05.17,2024-05-30 17.06.58,13060,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12175,1
2024-05-30 17.05.17,2024-05-30 17.06.58,13073,2
2024-05-30 17.05.17,2024-05-30 17.06.58,12775,-1
2024-05-30 17.05.17,2024-05-30 17.06.58,13066,5
2024-05-30 17.05.17,2024-05-30 17.06.58,12983,3
2024-05-30 17.05.17,2024-05-30 17.06.58,10047,1
2024-05-30 17.05.17,2024-05-30 17.06.58,10013,24
2024-05-30 17.05.17,2024-05-30 17.06.58,10260,2
2024-05-30 17.05.17,2024-05-30 17.06.58,13005,1
2024-05-30 17.05.17,2024-05-30 17.06.58,13007,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12895,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12974,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12540,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12975,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12795,1
2024-05-30 17.05.17,2024-05-30 17.06.58,10050,2
2024-05-30 17.05.17,2024-05-30 17.06.58,10055,2
2024-05-30 17.05.17,2024-05-30 17.06.58,13014,2
2024-05-30 17.05.17,2024-05-30 17.06.58,13015,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12801,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12412,10
2024-05-30 17.05.17,2024-05-30 17.06.58,13078,7
2024-05-30 17.05.17,2024-05-30 17.06.58,13079,3
2024-05-30 17.05.17,2024-05-30 17.06.58,12005,-1
2024-05-30 17.05.17,2024-05-30 17.06.58,12157,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12158,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12130,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12133,4
2024-05-30 17.05.17,2024-05-30 17.06.58,12843,1
2024-05-30 17.05.17,2024-05-30 17.06.58,10568,2
2024-05-30 17.05.17,2024-05-30 17.06.58,13040,1
2024-05-30 17.05.17,2024-05-30 17.06.58,13042,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12891,1
2024-05-30 17.05.17,2024-05-30 17.06.58,12294,8
2024-05-30 17.05.17,2024-05-30 17.06.58,10033,4
2024-05-30 17.05.17,2024-05-30 17.06.58,12292,19
2024-05-30 17.05.17,2024-05-30 17.06.58,12761,8
2024-05-30 17.05.17,2024-05-30 17.06.58,12291,2
2024-05-30 17.05.17,2024-05-30 17.06.58,12317,5
2024-05-30 17.05.17,2024-05-30 17.06.58,12298,15
2024-05-30 17.05.17,2024-05-30 17.06.58,12314,2
2024-05-30 17.05.17,2024-05-30 17.06.58,11598,1
2024-05-30 17.05.17,2024-05-30 17.06.58,11600,4
2024-05-30 17.05.17,2024-05-30 17.06.58,13072,1
2024-05-30 17.05.17,2024-05-30 17.06.58,10777,2
2024-05-30 17.05.17,2024-05-30 17.06.58,13053,2
2024-05-30 17.05.17,2024-05-30 17.06.58,10779,2
2024-05-30 17.08.40,2024-05-30 17.10.24,10040,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12963,1
2024-05-30 17.08.40,2024-05-30 17.10.24,13083,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12175,1
2024-05-30 17.08.40,2024-05-30 17.10.24,13066,3
2024-05-30 17.08.40,2024-05-30 17.10.24,12027,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12983,2
2024-05-30 17.08.40,2024-05-30 17.10.24,10047,1
2024-05-30 17.08.40,2024-05-30 17.10.24,10048,1
2024-05-30 17.08.40,2024-05-30 17.10.24,10049,2
2024-05-30 17.08.40,2024-05-30 17.10.24,13007,1
2024-05-30 17.08.40,2024-05-30 17.10.24,10695,1
2024-05-30 17.08.40,2024-05-30 17.10.24,13010,1
2024-05-30 17.08.40,2024-05-30 17.10.24,10067,1
2024-05-30 17.08.40,2024-05-30 17.10.24,13015,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12412,2
2024-05-30 17.08.40,2024-05-30 17.10.24,13078,2
2024-05-30 17.08.40,2024-05-30 17.10.24,12939,2
2024-05-30 17.08.40,2024-05-30 17.10.24,12977,2
2024-05-30 17.08.40,2024-05-30 17.10.24,13023,1
2024-05-30 17.08.40,2024-05-30 17.10.24,13025,1
2024-05-30 17.08.40,2024-05-30 17.10.24,13026,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12232,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12430,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12005,1
2024-05-30 17.08.40,2024-05-30 17.10.24,10108,2
2024-05-30 17.08.40,2024-05-30 17.10.24,12154,2
2024-05-30 17.08.40,2024-05-30 17.10.24,10149,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12887,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12162,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12093,-1
2024-05-30 17.08.40,2024-05-30 17.10.24,10106,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12163,1
2024-05-30 17.08.40,2024-05-30 17.10.24,11060,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12167,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12130,2
2024-05-30 17.08.40,2024-05-30 17.10.24,12294,1
2024-05-30 17.08.40,2024-05-30 17.10.24,13071,1
2024-05-30 17.08.40,2024-05-30 17.10.24,10033,1
2024-05-30 17.08.40,2024-05-30 17.10.24,12291,4
2024-05-30 17.08.40,2024-05-30 17.10.24,12761,7
2024-05-30 17.08.40,2024-05-30 17.10.24,10060,1
2024-05-30 17.13.48,2024-05-30 17.15.32,10003,1
2024-05-30 17.13.48,2024-05-30 17.15.32,12963,3
2024-05-30 17.13.48,2024-05-30 17.15.32,13083,3
2024-05-30 17.13.48,2024-05-30 17.15.32,13061,1
2024-05-30 17.13.48,2024-05-30 17.15.32,12775,1
2024-05-30 17.13.48,2024-05-30 17.15.32,13065,2
2024-05-30 17.13.48,2024-05-30 17.15.32,12027,1
2024-05-30 17.13.48,2024-05-30 17.15.32,10048,2
2024-05-30 17.13.48,2024-05-30 17.15.32,12537,1
2024-05-30 17.13.48,2024-05-30 17.15.32,10050,1
2024-05-30 17.13.48,2024-05-30 17.15.32,12412,3
2024-05-30 17.13.48,2024-05-30 17.15.32,13079,2
2024-05-30 17.13.48,2024-05-30 17.15.32,13078,1
2024-05-30 17.13.48,2024-05-30 17.15.32,12939,1
2024-05-30 17.13.48,2024-05-30 17.15.32,12977,1
2024-05-30 17.13.48,2024-05-30 17.15.32,12005,-1
2024-05-30 17.13.48,2024-05-30 17.15.32,10095,1
2024-05-30 17.13.48,2024-05-30 17.15.32,12153,1
2024-05-30 17.13.48,2024-05-30 17.15.32,11394,1
2024-05-30 17.13.48,2024-05-30 17.15.32,12093,1
2024-05-30 17.13.48,2024-05-30 17.15.32,12365,1
2024-05-30 17.13.48,2024-05-30 17.15.32,10906,1
2024-05-30 17.13.48,2024-05-30 17.15.32,12761,6
2024-05-30 17.13.48,2024-05-30 17.15.32,12291,-1
2024-05-30 17.13.48,2024-05-30 17.15.32,13072,1
2024-05-30 17.13.48,2024-05-30 17.15.32,12981,1
2024-05-30 17.13.48,2024-05-30 17.15.32,10072,2
2024-05-30 17.18.56,2024-05-30 17.20.40,10040,1
2024-05-30 17.18.56,2024-05-30 17.20.40,13084,1
2024-05-30 17.18.56,2024-05-30 17.20.40,13061,1
2024-05-30 17.18.56,2024-05-30 17.20.40,12175,1
2024-05-30 17.18.56,2024-05-30 17.20.40,12775,1
2024-05-30 17.18.56,2024-05-30 17.20.40,13065,3
2024-05-30 17.18.56,2024-05-30 17.20.40,13066,1
2024-05-30 17.18.56,2024-05-30 17.20.40,12027,-1
2024-05-30 17.18.56,2024-05-30 17.20.40,10014,1
2024-05-30 17.18.56,2024-05-30 17.20.40,10049,1
2024-05-30 17.18.56,2024-05-30 17.20.40,12537,-1
2024-05-30 17.18.56,2024-05-30 17.20.40,10050,2
2024-05-30 17.18.56,2024-05-30 17.20.40,10066,1
2024-05-30 17.18.56,2024-05-30 17.20.40,10017,1
2024-05-30 17.18.56,2024-05-30 17.20.40,12412,2
2024-05-30 17.18.56,2024-05-30 17.20.40,13079,1
2024-05-30 17.18.56,2024-05-30 17.20.40,13078,1
2024-05-30 17.18.56,2024-05-30 17.20.40,13023,1
2024-05-30 17.18.56,2024-05-30 17.20.40,13025,1
2024-05-30 17.18.56,2024-05-30 17.20.40,13026,1
2024-05-30 17.18.56,2024-05-30 17.20.40,12430,1
2024-05-30 17.18.56,2024-05-30 17.20.40,10025,1
2024-05-30 17.18.56,2024-05-30 17.20.40,10026,1
2024-05-30 17.18.56,2024-05-30 17.20.40,12294,1
2024-05-30 17.18.56,2024-05-30 17.20.40,10033,1
2024-05-30 17.18.56,2024-05-30 17.20.40,12291,1
2024-05-30 17.18.56,2024-05-30 17.20.40,12317,1
2024-05-30 17.18.56,2024-05-30 17.20.40,10037,1
2024-05-30 17.24.03,2024-05-30 17.25.44,13065,1
2024-05-30 17.24.03,2024-05-30 17.25.44,13066,3
2024-05-30 17.24.03,2024-05-30 17.25.44,10047,1
2024-05-30 17.24.03,2024-05-30 17.25.44,12783,-1
2024-05-30 17.24.03,2024-05-30 17.25.44,10949,1
2024-05-30 17.24.03,2024-05-30 17.25.44,10050,1
2024-05-30 17.24.03,2024-05-30 17.25.44,10067,1
2024-05-30 17.24.03,2024-05-30 17.25.44,13015,1
2024-05-30 17.24.03,2024-05-30 17.25.44,13078,1
2024-05-30 17.24.03,2024-05-30 17.25.44,13079,-1
2024-05-30 17.24.03,2024-05-30 17.25.44,10057,1
2024-05-30 17.24.03,2024-05-30 17.25.44,12093,-1
2024-05-30 17.24.03,2024-05-30 17.25.44,10568,1
2024-05-30 17.24.03,2024-05-30 17.25.44,13143,1
2024-05-30 17.24.03,2024-05-30 17.25.44,11668,1
2024-05-30 17.24.03,2024-05-30 17.25.44,12761,1
2024-05-30 17.24.03,2024-05-30 17.25.44,12317,1
2024-05-30 17.29.07,2024-05-30 17.30.51,10005,1
2024-05-30 17.29.07,2024-05-30 17.30.51,13060,1
2024-05-30 17.29.07,2024-05-30 17.30.51,12175,2
2024-05-30 17.29.07,2024-05-30 17.30.51,13065,1
2024-05-30 17.29.07,2024-05-30 17.30.51,12027,1
2024-05-30 17.29.07,2024-05-30 17.30.51,10260,1
2024-05-30 17.29.07,2024-05-30 17.30.51,10144,1
2024-05-30 17.29.07,2024-05-30 17.30.51,12783,1
2024-05-30 17.29.07,2024-05-30 17.30.51,10050,1
2024-05-30 17.29.07,2024-05-30 17.30.51,12412,1
2024-05-30 17.29.07,2024-05-30 17.30.51,13079,1
2024-05-30 17.29.07,2024-05-30 17.30.51,13023,1
2024-05-30 17.29.07,2024-05-30 17.30.51,13025,1
2024-05-30 17.29.07,2024-05-30 17.30.51,13026,1
2024-05-30 17.29.07,2024-05-30 17.30.51,12893,2
2024-05-30 17.29.07,2024-05-30 17.30.51,12294,1
2024-05-30 17.29.07,2024-05-30 17.30.51,10033,2
2024-05-30 17.29.07,2024-05-30 17.30.51,12761,1
2024-05-30 17.29.07,2024-05-30 17.30.51,12317,2
2024-05-30 17.29.07,2024-05-30 17.30.51,11072,1
2024-05-30 17.29.07,2024-05-30 17.30.51,10072,1
2024-05-30 17.34.13,2024-05-30 17.35.55,13129,2
2024-05-30 17.34.13,2024-05-30 17.35.55,12769,1
2024-05-30 17.34.13,2024-05-30 17.35.55,10040,1
2024-05-30 17.34.13,2024-05-30 17.35.55,10005,-1
2024-05-30 17.34.13,2024-05-30 17.35.55,12988,1
2024-05-30 17.34.13,2024-05-30 17.35.55,12966,1
2024-05-30 17.34.13,2024-05-30 17.35.55,13061,2
2024-05-30 17.34.13,2024-05-30 17.35.55,13073,3
2024-05-30 17.34.13,2024-05-30 17.35.55,12775,1
2024-05-30 17.34.13,2024-05-30 17.35.55,13065,2
2024-05-30 17.34.13,2024-05-30 17.35.55,13066,-1
2024-05-30 17.34.13,2024-05-30 17.35.55,12027,2
2024-05-30 17.34.13,2024-05-30 17.35.55,12983,-1
2024-05-30 17.34.13,2024-05-30 17.35.55,10010,1
2024-05-30 17.34.13,2024-05-30 17.35.55,10047,2
2024-05-30 17.34.13,2024-05-30 17.35.55,12895,1
2024-05-30 17.34.13,2024-05-30 17.35.55,10695,1
2024-05-30 17.34.13,2024-05-30 17.35.55,13010,1
2024-05-30 17.34.13,2024-05-30 17.35.55,12793,1
2024-05-30 17.34.13,2024-05-30 17.35.55,12971,1
2024-05-30 17.34.13,2024-05-30 17.35.55,12540,1
2024-05-30 17.34.13,2024-05-30 17.35.55,12975,1
2024-05-30 17.34.13,2024-05-30 17.35.55,12799,1
2024-05-30 17.34.13,2024-05-30 17.35.55,10055,2
2024-05-30 17.34.13,2024-05-30 17.35.55,13014,2
2024-05-30 17.34.13,2024-05-30 17.35.55,13015,2
2024-05-30 17.34.13,2024-05-30 17.35.55,12801,1
2024-05-30 17.34.13,2024-05-30 17.35.55,12412,1
2024-05-30 17.34.13,2024-05-30 17.35.55,13079,1
2024-05-30 17.34.13,2024-05-30 17.35.55,10025,1
2024-05-30 17.34.13,2024-05-30 17.35.55,12133,5
2024-05-30 17.34.13,2024-05-30 17.35.55,12130,5
2024-05-30 17.34.13,2024-05-30 17.35.55,12843,2
2024-05-30 17.34.13,2024-05-30 17.35.55,13042,1
2024-05-30 17.34.13,2024-05-30 17.35.55,11656,3
2024-05-30 17.34.13,2024-05-30 17.35.55,11662,1
2024-05-30 17.34.13,2024-05-30 17.35.55,12294,1
2024-05-30 17.34.13,2024-05-30 17.35.55,10033,13
2024-05-30 17.34.13,2024-05-30 17.35.55,13071,10
2024-05-30 17.34.13,2024-05-30 17.35.55,12291,18
2024-05-30 17.34.13,2024-05-30 17.35.55,12761,14
2024-05-30 17.34.13,2024-05-30 17.35.55,11600,1
2024-05-30 17.34.13,2024-05-30 17.35.55,13072,4
2024-05-30 17.34.13,2024-05-30 17.35.55,11072,1
2024-05-30 17.34.13,2024-05-30 17.35.55,11559,1
2024-05-30 17.34.13,2024-05-30 17.35.55,10777,2
2024-05-30 17.34.13,2024-05-30 17.35.55,13053,2
2024-05-30 17.34.13,2024-05-30 17.35.55,10779,2
2024-05-30 17.34.13,2024-05-30 17.35.55,12862,2
2024-05-30 17.34.13,2024-05-30 17.35.55,13054,2
2024-05-30 17.34.13,2024-05-30 17.35.55,12863,2
2024-05-30 17.39.16,2024-05-30 17.40.58,13129,1
2024-05-30 17.39.16,2024-05-30 17.40.58,12769,1
2024-05-30 17.39.16,2024-05-30 17.40.58,11774,1
