previous_time,current_time,nrc,delta_enrolled
2024-05-30 13.39.40,2024-05-30 13.41.19,10030,-1
2024-05-30 13.39.40,2024-05-30 13.41.19,12316,2
2024-05-30 13.39.40,2024-05-30 13.41.19,10906,1
2024-05-30 13.39.40,2024-05-30 13.41.19,10266,2
2024-05-30 13.39.40,2024-05-30 13.41.19,12893,3
2024-05-30 13.39.40,2024-05-30 13.41.19,10037,4
2024-05-30 13.39.40,2024-05-30 13.41.19,10072,1
2024-05-30 13.39.40,2024-05-30 13.41.19,11027,3
2024-05-30 13.39.40,2024-05-30 13.41.19,10063,1
2024-05-30 13.39.40,2024-05-30 13.41.19,10064,1
2024-05-30 13.44.44,2024-05-30 13.46.28,10012,1
2024-05-30 13.44.44,2024-05-30 13.46.28,10071,1
2024-05-30 13.44.44,2024-05-30 13.46.28,10057,1
2024-05-30 13.44.44,2024-05-30 13.46.28,10025,1
2024-05-30 13.44.44,2024-05-30 13.46.28,10069,1
2024-05-30 13.44.44,2024-05-30 13.46.28,10906,1
2024-05-30 13.44.44,2024-05-30 13.46.28,12893,1
2024-05-30 13.44.44,2024-05-30 13.46.28,10266,1
2024-05-30 13.44.44,2024-05-30 13.46.28,10037,1
2024-05-30 13.44.44,2024-05-30 13.46.28,11027,1
2024-05-30 13.44.44,2024-05-30 13.46.28,10063,1
2024-05-30 13.49.54,2024-05-30 13.51.37,10057,1
2024-05-30 13.49.54,2024-05-30 13.51.37,10024,1
2024-05-30 13.49.54,2024-05-30 13.51.37,10906,1
2024-05-30 13.49.54,2024-05-30 13.51.37,10060,1
2024-05-30 13.55.00,2024-05-30 13.56.42,10069,1
2024-05-30 13.55.00,2024-05-30 13.56.42,10266,1
2024-05-30 13.55.00,2024-05-30 13.56.42,10037,1
2024-05-30 13.55.00,2024-05-30 13.56.42,11027,2
2024-05-30 13.55.00,2024-05-30 13.56.42,11041,1
2024-05-30 13.55.00,2024-05-30 13.56.42,11281,1
2024-05-30 14.00.05,2024-05-30 14.01.44,10071,1
2024-05-30 14.00.05,2024-05-30 14.01.44,10030,1
2024-05-30 14.00.05,2024-05-30 14.01.44,10060,1
2024-05-30 14.00.05,2024-05-30 14.01.44,10064,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10143,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12769,4
2024-05-30 14.05.07,2024-05-30 14.06.49,10041,4
2024-05-30 14.05.07,2024-05-30 14.06.49,10042,14
2024-05-30 14.05.07,2024-05-30 14.06.49,10076,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10044,7
2024-05-30 14.05.07,2024-05-30 14.06.49,10002,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10003,2
2024-05-30 14.05.07,2024-05-30 14.06.49,10007,12
2024-05-30 14.05.07,2024-05-30 14.06.49,10008,1
2024-05-30 14.05.07,2024-05-30 14.06.49,13061,3
2024-05-30 14.05.07,2024-05-30 14.06.49,13063,3
2024-05-30 14.05.07,2024-05-30 14.06.49,12680,3
2024-05-30 14.05.07,2024-05-30 14.06.49,12774,9
2024-05-30 14.05.07,2024-05-30 14.06.49,13073,4
2024-05-30 14.05.07,2024-05-30 14.06.49,12175,2
2024-05-30 14.05.07,2024-05-30 14.06.49,13065,4
2024-05-30 14.05.07,2024-05-30 14.06.49,13066,3
2024-05-30 14.05.07,2024-05-30 14.06.49,12983,3
2024-05-30 14.05.07,2024-05-30 14.06.49,10011,2
2024-05-30 14.05.07,2024-05-30 14.06.49,12780,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10048,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10144,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12528,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12611,3
2024-05-30 14.05.07,2024-05-30 14.06.49,12783,2
2024-05-30 14.05.07,2024-05-30 14.06.49,10949,1
2024-05-30 14.05.07,2024-05-30 14.06.49,13007,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12895,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12792,3
2024-05-30 14.05.07,2024-05-30 14.06.49,13135,1
2024-05-30 14.05.07,2024-05-30 14.06.49,13136,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12412,1
2024-05-30 14.05.07,2024-05-30 14.06.49,13078,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12550,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12978,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12979,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10022,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10057,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10058,2
2024-05-30 14.05.07,2024-05-30 14.06.49,10070,2
2024-05-30 14.05.07,2024-05-30 14.06.49,10095,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10108,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12153,2
2024-05-30 14.05.07,2024-05-30 14.06.49,10106,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12164,1
2024-05-30 14.05.07,2024-05-30 14.06.49,11060,1
2024-05-30 14.05.07,2024-05-30 14.06.49,12167,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10025,2
2024-05-30 14.05.07,2024-05-30 14.06.49,10026,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10069,3
2024-05-30 14.05.07,2024-05-30 14.06.49,10073,2
2024-05-30 14.05.07,2024-05-30 14.06.49,10029,2
2024-05-30 14.05.07,2024-05-30 14.06.49,10030,1
2024-05-30 14.05.07,2024-05-30 14.06.49,11662,1
2024-05-30 14.05.07,2024-05-30 14.06.49,11668,1
2024-05-30 14.05.07,2024-05-30 14.06.49,11594,2
2024-05-30 14.05.07,2024-05-30 14.06.49,11072,5
2024-05-30 14.05.07,2024-05-30 14.06.49,12753,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10037,1
2024-05-30 14.05.07,2024-05-30 14.06.49,11027,1
2024-05-30 14.05.07,2024-05-30 14.06.49,10063,3
2024-05-30 14.10.14,2024-05-30 14.11.56,10143,1
2024-05-30 14.10.14,2024-05-30 14.11.56,12769,1
2024-05-30 14.10.14,2024-05-30 14.11.56,11774,2
2024-05-30 14.10.14,2024-05-30 14.11.56,12711,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10041,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10042,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10076,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10044,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10004,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10007,1
2024-05-30 14.10.14,2024-05-30 14.11.56,13061,2
2024-05-30 14.10.14,2024-05-30 14.11.56,13065,2
2024-05-30 14.10.14,2024-05-30 14.11.56,12967,1
2024-05-30 14.10.14,2024-05-30 14.11.56,12027,1
2024-05-30 14.10.14,2024-05-30 14.11.56,12983,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10048,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10133,1
2024-05-30 14.10.14,2024-05-30 14.11.56,12969,1
2024-05-30 14.10.14,2024-05-30 14.11.56,12898,1
2024-05-30 14.10.14,2024-05-30 14.11.56,13067,1
2024-05-30 14.10.14,2024-05-30 14.11.56,12792,2
2024-05-30 14.10.14,2024-05-30 14.11.56,12795,1
2024-05-30 14.10.14,2024-05-30 14.11.56,12979,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10022,1
2024-05-30 14.10.14,2024-05-30 14.11.56,13024,1
2024-05-30 14.10.14,2024-05-30 14.11.56,13027,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10024,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10058,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10025,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10030,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10264,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10266,2
2024-05-30 14.10.14,2024-05-30 14.11.56,11598,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10037,1
2024-05-30 14.10.14,2024-05-30 14.11.56,10072,2
2024-05-30 14.10.14,2024-05-30 14.11.56,10063,3
2024-05-30 14.13.39,2024-05-30 14.15.20,12769,2
2024-05-30 14.13.39,2024-05-30 14.15.20,11774,1
2024-05-30 14.13.39,2024-05-30 14.15.20,10041,-1
2024-05-30 14.13.39,2024-05-30 14.15.20,10006,1
2024-05-30 14.13.39,2024-05-30 14.15.20,10007,2
2024-05-30 14.13.39,2024-05-30 14.15.20,13061,-1
2024-05-30 14.13.39,2024-05-30 14.15.20,13063,1
2024-05-30 14.13.39,2024-05-30 14.15.20,12680,1
2024-05-30 14.13.39,2024-05-30 14.15.20,12774,1
2024-05-30 14.13.39,2024-05-30 14.15.20,12027,-1
2024-05-30 14.13.39,2024-05-30 14.15.20,12983,-1
2024-05-30 14.13.39,2024-05-30 14.15.20,10010,1
2024-05-30 14.13.39,2024-05-30 14.15.20,12611,1
2024-05-30 14.13.39,2024-05-30 14.15.20,10106,1
2024-05-30 14.13.39,2024-05-30 14.15.20,12163,1
2024-05-30 14.13.39,2024-05-30 14.15.20,10026,1
2024-05-30 14.13.39,2024-05-30 14.15.20,10069,1
2024-05-30 14.13.39,2024-05-30 14.15.20,10266,1
2024-05-30 14.13.39,2024-05-30 14.15.20,10060,1
2024-05-30 14.13.39,2024-05-30 14.15.20,10036,1
2024-05-30 14.13.39,2024-05-30 14.15.20,12860,2
2024-05-30 14.18.41,2024-05-30 14.20.23,12769,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10076,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10044,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10006,-1
2024-05-30 14.18.41,2024-05-30 14.20.23,10007,1
2024-05-30 14.18.41,2024-05-30 14.20.23,12988,1
2024-05-30 14.18.41,2024-05-30 14.20.23,13060,1
2024-05-30 14.18.41,2024-05-30 14.20.23,12680,1
2024-05-30 14.18.41,2024-05-30 14.20.23,12774,1
2024-05-30 14.18.41,2024-05-30 14.20.23,13065,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10047,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10049,1
2024-05-30 14.18.41,2024-05-30 14.20.23,13067,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10051,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10020,1
2024-05-30 14.18.41,2024-05-30 14.20.23,13015,1
2024-05-30 14.18.41,2024-05-30 14.20.23,12801,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10025,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10069,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10266,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10906,1
2024-05-30 14.18.41,2024-05-30 14.20.23,11072,1
2024-05-30 14.18.41,2024-05-30 14.20.23,10072,1
2024-05-30 14.18.41,2024-05-30 14.20.23,11027,1
2024-05-30 14.18.41,2024-05-30 14.20.23,11041,1
2024-05-30 14.18.41,2024-05-30 14.20.23,11281,1
2024-05-30 14.23.46,2024-05-30 14.25.31,10076,-1
2024-05-30 14.23.46,2024-05-30 14.25.31,10007,1
2024-05-30 14.23.46,2024-05-30 14.25.31,10009,1
2024-05-30 14.23.46,2024-05-30 14.25.31,12680,1
2024-05-30 14.23.46,2024-05-30 14.25.31,12983,1
2024-05-30 14.23.46,2024-05-30 14.25.31,13067,1
2024-05-30 14.23.46,2024-05-30 14.25.31,10695,3
2024-05-30 14.23.46,2024-05-30 14.25.31,13010,3
2024-05-30 14.23.46,2024-05-30 14.25.31,10050,1
2024-05-30 14.23.46,2024-05-30 14.25.31,10052,1
2024-05-30 14.23.46,2024-05-30 14.25.31,10071,1
2024-05-30 14.23.46,2024-05-30 14.25.31,10057,1
2024-05-30 14.23.46,2024-05-30 14.25.31,10906,1
2024-05-30 14.23.46,2024-05-30 14.25.31,10266,1
2024-05-30 14.23.46,2024-05-30 14.25.31,11027,2
2024-05-30 14.23.46,2024-05-30 14.25.31,10064,1
2024-05-30 14.28.57,2024-05-30 14.30.40,10007,2
2024-05-30 14.28.57,2024-05-30 14.30.40,10009,1
2024-05-30 14.28.57,2024-05-30 14.30.40,12983,1
2024-05-30 14.28.57,2024-05-30 14.30.40,10049,1
2024-05-30 14.28.57,2024-05-30 14.30.40,12792,-1
2024-05-30 14.28.57,2024-05-30 14.30.40,10022,1
2024-05-30 14.28.57,2024-05-30 14.30.40,12430,1
2024-05-30 14.28.57,2024-05-30 14.30.40,10037,1
2024-05-30 14.28.57,2024-05-30 14.30.40,10064,1
2024-05-30 14.34.05,2024-05-30 14.35.45,10143,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12769,3
2024-05-30 14.34.05,2024-05-30 14.35.45,11774,3
2024-05-30 14.34.05,2024-05-30 14.35.45,10041,14
2024-05-30 14.34.05,2024-05-30 14.35.45,10076,11
2024-05-30 14.34.05,2024-05-30 14.35.45,10042,3
2024-05-30 14.34.05,2024-05-30 14.35.45,10043,1
2024-05-30 14.34.05,2024-05-30 14.35.45,10044,17
2024-05-30 14.34.05,2024-05-30 14.35.45,10004,15
2024-05-30 14.34.05,2024-05-30 14.35.45,10005,2
2024-05-30 14.34.05,2024-05-30 14.35.45,10008,1
2024-05-30 14.34.05,2024-05-30 14.35.45,13060,1
2024-05-30 14.34.05,2024-05-30 14.35.45,13061,4
2024-05-30 14.34.05,2024-05-30 14.35.45,13063,6
2024-05-30 14.34.05,2024-05-30 14.35.45,12680,14
2024-05-30 14.34.05,2024-05-30 14.35.45,12774,6
2024-05-30 14.34.05,2024-05-30 14.35.45,13065,5
2024-05-30 14.34.05,2024-05-30 14.35.45,13066,3
2024-05-30 14.34.05,2024-05-30 14.35.45,12027,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12983,2
2024-05-30 14.34.05,2024-05-30 14.35.45,12780,1
2024-05-30 14.34.05,2024-05-30 14.35.45,10048,2
2024-05-30 14.34.05,2024-05-30 14.35.45,10014,3
2024-05-30 14.34.05,2024-05-30 14.35.45,10144,2
2024-05-30 14.34.05,2024-05-30 14.35.45,12528,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12611,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12783,4
2024-05-30 14.34.05,2024-05-30 14.35.45,10949,2
2024-05-30 14.34.05,2024-05-30 14.35.45,10133,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12895,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12969,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12898,1
2024-05-30 14.34.05,2024-05-30 14.35.45,13067,3
2024-05-30 14.34.05,2024-05-30 14.35.45,10695,1
2024-05-30 14.34.05,2024-05-30 14.35.45,13010,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12792,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12538,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12540,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12975,2
2024-05-30 14.34.05,2024-05-30 14.35.45,10050,1
2024-05-30 14.34.05,2024-05-30 14.35.45,10017,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12550,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12978,1
2024-05-30 14.34.05,2024-05-30 14.35.45,10057,1
2024-05-30 14.34.05,2024-05-30 14.35.45,10023,3
2024-05-30 14.34.05,2024-05-30 14.35.45,10058,3
2024-05-30 14.34.05,2024-05-30 14.35.45,12005,2
2024-05-30 14.34.05,2024-05-30 14.35.45,11394,3
2024-05-30 14.34.05,2024-05-30 14.35.45,10149,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12887,1
2024-05-30 14.34.05,2024-05-30 14.35.45,11933,2
2024-05-30 14.34.05,2024-05-30 14.35.45,12163,2
2024-05-30 14.34.05,2024-05-30 14.35.45,11060,4
2024-05-30 14.34.05,2024-05-30 14.35.45,12167,4
2024-05-30 14.34.05,2024-05-30 14.35.45,10026,1
2024-05-30 14.34.05,2024-05-30 14.35.45,10069,2
2024-05-30 14.34.05,2024-05-30 14.35.45,10073,2
2024-05-30 14.34.05,2024-05-30 14.35.45,12130,1
2024-05-30 14.34.05,2024-05-30 14.35.45,10568,2
2024-05-30 14.34.05,2024-05-30 14.35.45,13040,1
2024-05-30 14.34.05,2024-05-30 14.35.45,10030,1
2024-05-30 14.34.05,2024-05-30 14.35.45,11668,1
2024-05-30 14.34.05,2024-05-30 14.35.45,12891,1
2024-05-30 14.34.05,2024-05-30 14.35.45,10033,1
2024-05-30 14.34.05,2024-05-30 14.35.45,13071,1
2024-05-30 14.34.05,2024-05-30 14.35.45,11600,2
2024-05-30 14.34.05,2024-05-30 14.35.45,11072,1
2024-05-30 14.34.05,2024-05-30 14.35.45,11601,2
2024-05-30 14.34.05,2024-05-30 14.35.45,11559,1
2024-05-30 14.34.05,2024-05-30 14.35.45,10037,3
2024-05-30 14.34.05,2024-05-30 14.35.45,10060,3
2024-05-30 14.34.05,2024-05-30 14.35.45,11027,2
2024-05-30 14.34.05,2024-05-30 14.35.45,10063,2
2024-05-30 14.34.05,2024-05-30 14.35.45,13051,3
2024-05-30 14.34.05,2024-05-30 14.35.45,12873,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12769,1
2024-05-30 14.39.05,2024-05-30 14.40.47,10041,1
2024-05-30 14.39.05,2024-05-30 14.40.47,10076,1
2024-05-30 14.39.05,2024-05-30 14.40.47,10002,1
2024-05-30 14.39.05,2024-05-30 14.40.47,10004,5
2024-05-30 14.39.05,2024-05-30 14.40.47,10005,1
2024-05-30 14.39.05,2024-05-30 14.40.47,10006,3
2024-05-30 14.39.05,2024-05-30 14.40.47,10008,-1
2024-05-30 14.39.05,2024-05-30 14.40.47,12962,1
2024-05-30 14.39.05,2024-05-30 14.40.47,13063,-1
2024-05-30 14.39.05,2024-05-30 14.40.47,12680,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12774,3
2024-05-30 14.39.05,2024-05-30 14.40.47,13065,2
2024-05-30 14.39.05,2024-05-30 14.40.47,10048,1
2024-05-30 14.39.05,2024-05-30 14.40.47,10260,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12969,-1
2024-05-30 14.39.05,2024-05-30 14.40.47,12790,1
2024-05-30 14.39.05,2024-05-30 14.40.47,13008,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12538,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12975,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12232,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12430,2
2024-05-30 14.39.05,2024-05-30 14.40.47,10095,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12153,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12093,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12162,1
2024-05-30 14.39.05,2024-05-30 14.40.47,10106,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12163,1
2024-05-30 14.39.05,2024-05-30 14.40.47,11060,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12167,1
2024-05-30 14.39.05,2024-05-30 14.40.47,10025,2
2024-05-30 14.39.05,2024-05-30 14.40.47,10026,-1
2024-05-30 14.39.05,2024-05-30 14.40.47,10073,1
2024-05-30 14.39.05,2024-05-30 14.40.47,10906,1
2024-05-30 14.39.05,2024-05-30 14.40.47,11072,1
2024-05-30 14.39.05,2024-05-30 14.40.47,11601,1
2024-05-30 14.39.05,2024-05-30 14.40.47,12753,1
2024-05-30 14.39.05,2024-05-30 14.40.47,10064,1
2024-05-30 14.44.11,2024-05-30 14.45.53,10143,1
2024-05-30 14.44.11,2024-05-30 14.45.53,10041,2
2024-05-30 14.44.11,2024-05-30 14.45.53,10002,2
2024-05-30 14.44.11,2024-05-30 14.45.53,10003,1
2024-05-30 14.44.11,2024-05-30 14.45.53,10004,2
2024-05-30 14.44.11,2024-05-30 14.45.53,10006,-1
2024-05-30 14.44.11,2024-05-30 14.45.53,10008,1
2024-05-30 14.44.11,2024-05-30 14.45.53,13061,2
2024-05-30 14.44.11,2024-05-30 14.45.53,12774,1
2024-05-30 14.44.11,2024-05-30 14.45.53,12983,1
2024-05-30 14.44.11,2024-05-30 14.45.53,10695,1
2024-05-30 14.44.11,2024-05-30 14.45.53,13010,1
2024-05-30 14.44.11,2024-05-30 14.45.53,12537,1
2024-05-30 14.44.11,2024-05-30 14.45.53,12430,2
2024-05-30 14.44.11,2024-05-30 14.45.53,10069,1
2024-05-30 14.44.11,2024-05-30 14.45.53,11072,2
2024-05-30 14.44.11,2024-05-30 14.45.53,11027,1
2024-05-30 14.49.17,2024-05-30 14.50.58,10006,2
2024-05-30 14.49.17,2024-05-30 14.50.58,12988,1
2024-05-30 14.49.17,2024-05-30 14.50.58,12680,2
2024-05-30 14.49.17,2024-05-30 14.50.58,12774,1
2024-05-30 14.49.17,2024-05-30 14.50.58,13065,1
2024-05-30 14.49.17,2024-05-30 14.50.58,13066,1
2024-05-30 14.49.17,2024-05-30 14.50.58,12793,1
2024-05-30 14.49.17,2024-05-30 14.50.58,12971,1
2024-05-30 14.49.17,2024-05-30 14.50.58,10023,-1
2024-05-30 14.49.17,2024-05-30 14.50.58,10095,1
2024-05-30 14.49.17,2024-05-30 14.50.58,12154,1
2024-05-30 14.49.17,2024-05-30 14.50.58,11933,1
2024-05-30 14.49.17,2024-05-30 14.50.58,12164,1
2024-05-30 14.49.17,2024-05-30 14.50.58,11060,1
2024-05-30 14.49.17,2024-05-30 14.50.58,12167,1
2024-05-30 14.49.17,2024-05-30 14.50.58,10030,1
2024-05-30 14.49.17,2024-05-30 14.50.58,12686,1
2024-05-30 14.49.17,2024-05-30 14.50.58,10266,1
2024-05-30 14.49.17,2024-05-30 14.50.58,12298,1
2024-05-30 14.49.17,2024-05-30 14.50.58,11027,1
2024-05-30 14.54.21,2024-05-30 14.56.03,10042,1
2024-05-30 14.54.21,2024-05-30 14.56.03,10002,2
2024-05-30 14.54.21,2024-05-30 14.56.03,10004,1
2024-05-30 14.54.21,2024-05-30 14.56.03,13084,1
2024-05-30 14.54.21,2024-05-30 14.56.03,12906,1
2024-05-30 14.54.21,2024-05-30 14.56.03,12774,1
2024-05-30 14.54.21,2024-05-30 14.56.03,13065,1
2024-05-30 14.54.21,2024-05-30 14.56.03,12983,-1
2024-05-30 14.54.21,2024-05-30 14.56.03,12971,1
2024-05-30 14.54.21,2024-05-30 14.56.03,10071,1
2024-05-30 14.54.21,2024-05-30 14.56.03,10022,1
2024-05-30 14.54.21,2024-05-30 14.56.03,10057,1
2024-05-30 14.54.21,2024-05-30 14.56.03,12430,2
2024-05-30 14.54.21,2024-05-30 14.56.03,10029,1
2024-05-30 14.54.21,2024-05-30 14.56.03,12893,1
2024-05-30 14.54.21,2024-05-30 14.56.03,12753,1
2024-05-30 14.59.27,2024-05-30 15.01.09,10002,1
2024-05-30 14.59.27,2024-05-30 15.01.09,10004,-1
2024-05-30 14.59.27,2024-05-30 15.01.09,12393,1
2024-05-30 14.59.27,2024-05-30 15.01.09,10011,1
2024-05-30 14.59.27,2024-05-30 15.01.09,12895,1
2024-05-30 14.59.27,2024-05-30 15.01.09,13141,1
